player_name,pfr_id,position,weight_lbs,height_in,arm_length_in,hand_size_in,yard_40_dash_sec,yard_10_split_sec,cone_drill_sec,yard_20_shuttle_sec,vertical_jump_in,broad_jump_in,bench_press_reps
dustin waldron,AndeJu00,ot,305.0,72.0,32.75,9.75,5.34,,7.93,4.75,26.0,103.0,29.0
dwan edwards,EdwaDw20,dt,313.0,72.0,,,5.12,,,4.68,28.0,105.0,25.0
dwayne allen,AlleDw00,te,255.0,72.0,33.0,9.625,4.89,,7.12,4.37,32.0,110.0,27.0
dwayne bowe,BoweDw00,wr,221.0,72.0,33.625,9.875,4.51,1.53,6.81,4.35,33.0,125.0,
dwayne gratz,GratDw00,cb,201.0,60.0,32.125,10.5,4.47,1.5,6.7,4.15,38.0,125.0,22.0
dwayne haskins,HaskDw00,qb,231.0,72.0,33.5,9.625,5.04,,,,28.5,,
dwayne wright,WrigDw01,rb,228.0,72.0,,,4.66,,,4.43,34.0,115.0,14.0
dyami brown,BrowDy00,wr,189.0,72.0,32.75,9.625,4.45,1.57,6.85,4.35,35.5,128.0,18.0
dylan cantrell,CantDy00,wr,226.0,72.0,31.375,9.25,4.44,1.65,6.56,4.03,41.0,135.0,18.0
dylan mcfarland,McFaDy20,ot,304.0,72.0,,,5.26,,,,27.5,98.0,31.0
e.j. gaines,GainE.00,cb,190.0,60.0,30.375,9.375,4.51,1.58,7.13,4.28,31.5,115.0,15.0
e.j. manuel,ManuEJ00,qb,237.0,72.0,35.0,10.375,4.65,1.63,7.08,4.21,34.0,118.0,
earl bennett,BennEa00,wr,209.0,72.0,,,4.48,,,4.22,26.0,110.0,15.0
earl mitchell,MitcEa99,dt,296.0,72.0,32.5,9.25,4.75,,,4.55,28.5,107.0,25.0
earl watford,WatfEa00,g,300.0,72.0,34.0,10.0,5.06,1.8,7.77,5.0,30.0,107.0,24.0
easton stick,SticEa00,qb,224.0,72.0,32.125,9.25,4.62,,6.65,4.05,33.5,118.0,
eben britton,BritEb20,ot,309.0,72.0,,,5.14,,,4.91,28.5,100.0,24.0
ed dickson,DickEd00,te,249.0,72.0,33.0,9.75,4.59,,7.32,4.59,34.0,115.0,23.0
ed wang,WangEd20,ot,314.0,72.0,33.75,10.25,5.18,,,4.7,27.0,96.0,29.0
eddie berlin,BerlEd00,wr,191.0,72.0,,,4.43,,,4.08,39.5,122.0,
eddie lacy,LacyEd00,rb,231.0,60.0,31.0,9.5,4.58,,,,,,
eddie royal,RoyaEd00,wr,184.0,60.0,,,4.39,,,4.34,36.0,124.0,24.0
eddie vanderdoes,VandEd00,dt,305.0,72.0,33.125,10.625,4.99,,7.69,4.39,28.5,111.0,28.0
edgerrin james,JameEd00,rb,216.0,72.0,,,4.38,,,3.88,,,
edwin baker,BakeEd01,rb,204.0,60.0,29.625,8.125,4.53,,7.27,4.31,35.0,111.0,20.0
eli apple,ApplEl00,cb,199.0,72.0,31.375,9.375,4.4,1.53,,,,,13.0
elijah hood,HoodEl00,rb,232.0,72.0,30.375,9.375,,,,,,,18.0
elijah mcguire,McGuEl00,rb,214.0,60.0,31.0,9.0,4.53,,7.26,4.56,36.0,120.0,15.0
elijah mitchell,MitcEl00,rb,201.0,60.0,31.0,9.75,4.35,1.51,6.94,4.2,37.5,128.0,17.0
elijah molden,MoldEl00,cb,192.0,60.0,29.5,9.5,,,,,36.5,125.0,13.0
elijah qualls,QualEl00,dt,313.0,72.0,30.625,9.375,5.13,,7.65,4.66,31.5,105.0,33.0
ellis hobbs,HobbEl20,cb,192.0,60.0,,,4.45,,,4.07,42.0,124.0,12.0
emarlos leroy,LeroEm20,dt,306.0,72.0,,,5.09,,,,,,31.0
emeke egbule,EgbuEm00,lb,245.0,72.0,33.0,9.25,4.65,,7.38,4.38,33.0,119.0,20.0
emmanuel forbes,ForbEm00,cb,166.0,72.0,32.25,8.5,4.35,1.48,,,37.5,124.0,
emmanuel sanders,SandEm00,wr,186.0,60.0,32.0,9.25,4.4,1.49,6.64,4.1,39.5,126.0,12.0
eno benjamin,BenjEn00,rb,207.0,60.0,31.25,8.625,4.57,,6.97,4.25,39.0,122.0,12.0
equanimeous st. brown,St.BEq00,wr,214.0,72.0,33.0,9.75,4.48,,,,,,20.0
eric decker,DeckEr00,wr,217.0,72.0,31.0,9.125,4.54,,,,,,15.0
eric downing,DownEr20,dt,302.0,72.0,,,5.23,,,,,,27.0
eric ebron,EbroEr00,te,250.0,72.0,33.25,10.0,4.6,,7.49,4.45,32.0,120.0,24.0
eric fisher,FishEr00,ot,306.0,72.0,34.5,10.5,5.05,1.7,7.59,4.44,28.5,116.0,27.0
eric ghiaciuc,GhiaEr20,c,302.0,72.0,,,5.09,,,4.64,32.0,105.0,30.0
eric gray,GrayEr01,rb,207.0,60.0,29.625,9.75,,,,,37.5,118.0,
eric green,GreeEr20,cb,198.0,72.0,,,4.52,,,3.9,38.0,120.0,
eric herman,HermEr00,g,320.0,72.0,32.25,10.875,5.25,1.84,7.99,5.09,28.0,95.0,36.0
eric kelly,KellEr20,cb,199.0,60.0,,,4.46,,,4.18,36.0,119.0,15.0
eric rowe,RoweEr00,cb,205.0,72.0,31.5,9.5,4.45,1.56,6.7,3.97,39.0,125.0,19.0
eric saubert,SaubEr00,te,253.0,72.0,33.5,10.375,4.69,1.63,7.34,4.59,33.0,121.0,22.0
eric shelton,ShelEr00,rb,246.0,72.0,,,4.53,,,4.08,38.5,124.0,
eric steinbach,SteiEr20,g,297.0,72.0,,,4.96,,,4.42,36.0,119.0,
eric stokes,StokEr00,cb,194.0,72.0,32.75,9.125,4.31,1.5,6.96,4.36,38.5,128.0,14.0
eric winston,WinsEr20,ot,310.0,72.0,,,4.94,,,4.49,29.0,108.0,
eric wood,WoodEr20,c,310.0,72.0,,,5.19,,,4.51,30.5,99.0,30.0
erik ainge,AingEr00,qb,225.0,72.0,,,4.98,,,4.6,21.5,108.0,
erik cook,CookEr00,c,318.0,72.0,33.875,9.75,5.55,,,4.99,25.0,,19.0
erik ezukanma,EzukEr00,wr,209.0,72.0,33.5,9.375,,,,4.38,36.5,126.0,
ernest grant,GranEr20,dt,316.0,72.0,,,5.31,,,5.03,29.5,98.0,24.0
ernest wilford,WilfEr00,wr,226.0,72.0,,,4.79,,,4.19,40.5,130.0,
ernie sims,SimsEr20,olb,231.0,60.0,,,4.5,,,4.23,41.0,125.0,25.0
eugene baker,BakeEu00,wr,167.0,72.0,,,4.46,,,4.03,36.5,126.0,
eugene monroe,MonrEu20,ot,309.0,72.0,,,5.18,,,4.79,28.5,110.0,23.0
evan hull,HullEv00,rb,209.0,60.0,30.625,9.25,4.47,1.53,6.9,4.38,37.0,123.0,21.0
evan mathis,MathEv20,g,304.0,72.0,,,4.92,,,4.16,35.5,117.0,35.0
evan royster,RoysEv00,rb,212.0,72.0,30.75,9.25,4.65,,,4.18,34.0,113.0,20.0
evan weaver,WeavEv00,lb,237.0,72.0,31.625,9.875,4.76,,7.02,4.21,32.0,117.0,15.0
everett dawkins,DawkEv00,dt,292.0,72.0,32.75,10.375,5.06,1.73,7.61,4.88,30.0,103.0,23.0
eyioma uwazurike,UwazEy00,dt,316.0,72.0,35.125,10.125,,,,,33.0,107.0,
ezekiel elliott,ElliEz00,rb,225.0,72.0,31.25,10.25,4.47,1.58,,,32.5,118.0,
fabian moreau,MoreFa00,cb,206.0,72.0,31.375,9.0,4.35,,6.94,4.12,38.0,136.0,
felix jones,JoneFe00,rb,207.0,60.0,,,4.44,,,4.19,33.5,124.0,
fenuki tupou,TupoFe20,ot,314.0,72.0,,,5.4,,,5.02,25.5,94.0,24.0
fletcher cox,CoxxFl00,dt,298.0,72.0,34.5,10.375,4.79,,7.07,4.53,26.0,103.0,30.0
floyd womack,WomaFl20,g,345.0,72.0,,,5.57,,,4.96,29.5,97.0,23.0
foley fatukasi,FatuFo00,dt,318.0,72.0,34.125,10.25,5.29,,7.44,4.53,30.0,112.0,33.0
forrest lamp,LampFo00,g,309.0,72.0,32.25,10.625,5.0,,7.55,4.62,27.5,111.0,34.0
foster moreau,MoreFo00,te,253.0,72.0,33.5,9.625,4.66,,7.16,4.11,36.5,121.0,22.0
frank darby,DarbFr00,wr,201.0,72.0,31.375,9.625,4.61,1.59,7.15,4.23,34.5,117.0,19.0
frank moreau,MoreFr00,rb,231.0,72.0,,,4.57,,,,36.0,117.0,23.0
frank okam,OkamFr99,dt,347.0,72.0,,,5.32,,,4.95,23.0,104.0,32.0
frank omiyale,OmiyFr20,ot,310.0,72.0,,,5.3,,,4.72,29.5,101.0,22.0
fred davis,DaviFr01,te,248.0,72.0,,,4.68,1.56,7.36,4.68,33.0,116.0,24.0
fred robbins,RobbFr20,dt,312.0,72.0,,,5.09,,,4.72,29.5,94.0,25.0
fred vinson,VinsFr20,cb,177.0,60.0,,,4.39,,,4.17,36.0,121.0,14.0
freddie mitchell,MitcFr00,wr,185.0,72.0,,,4.46,,,4.06,39.5,120.0,
freddie swain,SwaiFr00,wr,197.0,72.0,30.625,9.0,4.46,,7.05,4.26,36.5,124.0,16.0
gabe carimi,CariGa00,ot,314.0,72.0,35.0,10.375,5.18,,,,31.5,109.0,29.0
gabe jackson,JackGa00,g,336.0,72.0,33.75,10.0,5.51,1.78,8.25,4.78,29.0,108.0,30.0
gabe wright,WrigGa00,dt,300.0,72.0,32.625,10.75,5.07,1.79,7.73,4.56,26.5,100.0,34.0
gabriel davis,DaviGa01,wr,216.0,72.0,32.25,9.25,4.54,,7.08,4.59,35.0,124.0,14.0
gardner minshew,MinsGa00,qb,225.0,72.0,31.75,10.125,4.97,,7.14,4.45,33.5,116.0,
gareon conley,ConlGa00,cb,195.0,72.0,33.0,9.5,4.44,,6.68,4.18,37.0,129.0,11.0
garett bolles,BollGa00,ot,297.0,72.0,34.0,9.375,4.95,,7.29,4.55,28.0,115.0,
gari scott,ScotGa00,wr,194.0,72.0,,,4.59,,,,33.5,119.0,
garrett graham,GrahGa00,te,243.0,72.0,32.0,9.5,4.71,,,4.35,34.5,112.0,20.0
garrett grayson,GrayGa00,qb,213.0,72.0,30.0,10.0,,,,,,,
garrett reynolds,ReynGa20,ot,309.0,72.0,,,5.4,,,4.88,22.0,94.0,19.0
garrett williams,WillGa00,cb,192.0,60.0,31.0,9.25,,,,,,,
garrett wilson,WilsGa00,wr,183.0,60.0,32.0,9.875,4.38,1.49,,4.36,36.0,123.0,
garrett wolfe,WolfGa00,rb,186.0,60.0,,,4.4,,,4.08,35.5,,
gartrell johnson,JohnGa01,rb,219.0,60.0,,,4.75,,,,34.0,114.0,20.0
gary barnidge,BarnGa01,te,243.0,72.0,,,4.61,,,4.23,31.0,117.0,22.0
gary brightwell,BrigGa00,rb,218.0,60.0,31.0,9.375,4.62,1.62,7.51,4.48,34.5,118.0,17.0
gary jennings,JennGa00,wr,214.0,72.0,32.5,9.625,4.42,,7.32,4.15,37.0,127.0,20.0
gavin escobar,EscoGa00,te,254.0,72.0,33.625,9.75,4.84,1.66,7.07,4.31,32.0,114.0,
geno atkins,AtkiGe99,dt,293.0,72.0,32.0,9.625,4.75,,,4.43,33.0,117.0,34.0
geno hayes,HayeGe98,olb,226.0,72.0,,,4.64,,,4.48,26.5,116.0,22.0
geno smith,SmitGe00,qb,218.0,72.0,32.5,9.25,4.59,1.59,,,33.5,124.0,
george foster,FostGe20,ot,338.0,72.0,,,5.23,,,,27.0,100.0,
george kittle,KittGe00,te,247.0,72.0,33.125,9.25,4.52,,,,35.0,132.0,18.0
george pickens,PickGe00,wr,195.0,72.0,32.375,8.75,4.47,1.59,,,33.0,125.0,
george wrighster,WrigGe00,te,249.0,72.0,,,4.89,,,,34.5,115.0,16.0
gerald christian,ChriGe00,te,244.0,72.0,32.5,10.75,4.87,1.73,7.62,4.7,,,28.0
gerald everett,EverGe00,te,239.0,72.0,33.0,8.5,4.62,,6.99,4.33,37.5,126.0,22.0
gerald mccoy,McCoGe99,dt,295.0,72.0,33.75,10.25,5.04,,,4.48,30.5,114.0,23.0
geremy davis,DaviGe00,wr,216.0,72.0,32.25,9.5,,,6.86,4.18,36.5,124.0,23.0
germaine pratt,PratGe00,lb,240.0,72.0,31.625,9.125,4.57,,,,32.5,116.0,24.0
geron christian,ChriGe01,ot,298.0,72.0,35.0,10.75,5.33,,,,,,19.0
gerrid doaks,DoakGe00,rb,228.0,60.0,31.0,9.75,4.58,1.57,7.21,4.28,39.5,120.0,19.0
giovani bernard,BernGi00,rb,202.0,60.0,28.0,9.375,4.53,1.53,6.91,4.12,33.5,122.0,19.0
glen coffee,CoffGl00,rb,209.0,72.0,,,4.5,,,4.51,36.0,121.0,24.0
golden tate,TateGo00,wr,199.0,60.0,30.5,9.25,4.42,,7.12,4.34,35.0,120.0,17.0
gosder cherilus,CherGo20,ot,314.0,72.0,,,5.14,,,4.82,23.0,102.0,24.0
grady jarrett,JarrGr00,dt,304.0,72.0,32.375,10.0,5.06,1.69,7.37,4.56,31.0,112.0,30.0
graham glasgow,GlasGr00,c,307.0,72.0,33.625,10.75,5.13,1.76,7.63,4.63,25.0,106.0,23.0
grant calcaterra,CalcGr00,te,241.0,72.0,33.25,10.0,4.62,1.62,,,,,20.0
grant dubose,DuboGr00,wr,201.0,72.0,31.875,9.5,4.57,1.52,6.89,4.32,35.0,125.0,
greedy williams,WillGr00,cb,185.0,72.0,31.5,9.25,4.37,,,,,,
greg childs,ChilGr00,wr,219.0,72.0,34.125,10.125,4.55,,6.9,4.09,36.0,125.0,19.0
greg dulcich,DulcGr00,te,243.0,72.0,33.375,9.875,4.7,1.63,7.05,4.37,34.0,122.0,16.0
greg jennings,JennGr00,wr,197.0,60.0,30.0,9.0,4.42,1.57,6.69,4.18,36.5,117.0,
greg little,LittGr00,wr,231.0,72.0,33.25,9.125,4.51,,6.8,4.21,40.5,129.0,27.0
greg mcelroy,McElGr00,qb,220.0,72.0,30.75,9.375,4.84,,,4.45,33.0,107.0,
greg newsome,NewsGr00,cb,192.0,72.0,31.125,8.875,4.39,1.5,6.9,4.26,40.0,123.0,18.0
greg olsen,OlseGr00,te,254.0,72.0,32.375,9.625,4.51,1.59,7.04,4.48,35.5,114.0,23.0
greg robinson,RobiGr01,ot,332.0,72.0,35.0,10.0,4.92,1.68,7.8,4.86,28.5,113.0,32.0
greg robinson-randall,RandGr20,ot,333.0,72.0,,,5.59,,,5.13,26.0,95.0,22.0
greg salas,SalaGr00,wr,210.0,72.0,32.0,9.25,4.53,1.56,6.65,4.1,37.0,120.0,15.0
greg senat,SenaGr00,ot,302.0,72.0,34.875,9.875,5.38,,7.41,4.71,26.0,106.0,19.0
greg stroman,StroGr00,cb,182.0,60.0,29.875,8.75,4.48,,,4.45,33.5,113.0,16.0
grover stewart,StewGr00,dt,347.0,72.0,,,5.14,1.73,7.71,4.75,26.0,106.0,30.0
hakeem nicks,NickHa01,wr,212.0,72.0,33.5,10.5,4.51,1.52,6.96,4.43,36.0,,
haloti ngata,NgatHa20,dt,338.0,72.0,,,5.13,,,4.69,31.5,110.0,37.0
harlan miller,MillHa00,cb,182.0,72.0,31.375,9.375,4.65,1.63,7.44,4.43,35.5,118.0,6.0
harrison bryant,BryaHa00,te,243.0,72.0,30.625,9.5,4.73,,7.41,4.37,32.5,110.0,13.0
harrison hand,HandHa00,cb,197.0,60.0,31.75,9.125,4.52,,7.15,4.27,41.0,133.0,14.0
harrison phillips,PhilHa00,dt,307.0,72.0,33.875,10.375,5.21,,7.28,4.5,32.0,103.0,42.0
harry douglas,DougHa00,wr,176.0,60.0,,,4.51,,,4.12,31.0,120.0,
hassan haskins,HaskHa00,rb,228.0,72.0,31.75,9.25,,,,,,,27.0
hassan ridgeway,RidgHa00,dt,303.0,72.0,33.0,9.375,5.02,1.71,8.28,4.82,32.0,113.0,24.0
hau'oli kikaha,KikaHa00,olb,253.0,72.0,32.5,9.625,,,,,,,
hayden hurst,HursHa00,te,250.0,72.0,32.75,9.75,4.67,,7.19,4.37,31.5,120.0,
heath evans,EvanHe00,fb,246.0,72.0,,,4.56,,,4.24,34.5,111.0,30.0
hendon hooker,HookHe00,qb,217.0,72.0,33.0,10.5,,,,,,,
henry ruggs iii,RuggHe00,wr,188.0,60.0,30.5,10.125,4.27,,,,42.0,131.0,
henry to'o to'o,TooTHe00,lb,227.0,72.0,32.75,10.25,4.62,1.57,,4.4,32.0,116.0,
herb haygood,HaygHe20,wr,193.0,72.0,,,4.45,,,4.26,33.0,114.0,
herman johnson,JohnHe23,g,356.0,72.0,,,5.5,,,,,,21.0
howard wilson,WilsHo00,cb,184.0,72.0,31.375,9.625,4.57,,6.68,3.94,33.5,119.0,
hroniss grasu,GrasHr00,c,297.0,72.0,32.125,10.25,,,,,,,
hugh thornton,ThorHu00,g,320.0,72.0,34.125,10.0,5.11,1.71,7.45,4.63,,,27.0
hunter henry,HenrHu00,te,250.0,72.0,32.75,9.25,,,,,,,13.0
hunter long,LongHu00,te,254.0,72.0,33.75,9.75,4.71,1.61,7.41,4.42,32.5,122.0,
hunter renfrow,RenfHu00,wr,184.0,60.0,29.125,7.875,4.59,,6.8,4.19,35.0,116.0,7.0
hunter sharp,SharTa00,wr,198.0,60.0,31.625,9.375,4.58,1.64,7.12,4.19,32.5,116.0,12.0
ian book,BookIa00,qb,211.0,72.0,31.25,9.875,4.65,1.71,7.0,4.2,32.5,115.0,
ian gold,GoldIa00,olb,221.0,72.0,,,4.56,,,4.19,33.0,115.0,21.0
ian thomas,ThomIa00,te,259.0,72.0,32.5,10.0,4.74,,7.15,4.2,36.0,123.0,
ifeatu melifonwu,MeliIf00,cb,205.0,72.0,32.125,9.0,4.5,1.48,7.01,4.36,41.5,134.0,16.0
ifo ekpre-olomu,EkprIf00,cb,192.0,60.0,30.875,9.625,,,,,,,
igor olshansky,OlshIg20,dt,315.0,72.0,,,4.96,,,4.41,33.5,110.0,41.0
ihmir smith-marsette,SmitIh00,wr,181.0,72.0,30.75,9.75,4.5,1.55,7.06,4.23,37.0,124.0,10.0
iman lewis-marshall,MarsIm00,cb,207.0,72.0,30.375,9.5,4.53,,,,,,16.0
ingle martin,MartIn00,qb,220.0,72.0,,,4.71,,,4.22,36.0,111.0,
irv smith,SmitIr01,te,242.0,72.0,31.5,9.5,4.63,,7.32,4.33,32.5,110.0,19.0
isaac asiata,AsiaIs00,g,323.0,72.0,33.75,10.375,5.34,,7.83,4.93,25.5,102.0,35.0
isaac nauta,NautIs00,te,244.0,72.0,31.875,9.375,4.91,,7.45,4.43,28.0,,19.0
isaac seumalo,SeumIs00,g,303.0,72.0,33.0,9.875,5.19,1.81,7.4,4.52,26.0,105.0,
isaac sowells,SoweIs20,g,324.0,72.0,,,5.15,,,5.02,28.5,101.0,20.0
isaac yiadom,YiadIs00,cb,190.0,72.0,32.25,8.875,4.52,,,4.18,,120.0,8.0
isaiah coulter,CoulIs00,wr,198.0,72.0,31.75,9.0,4.45,,7.28,4.62,36.0,121.0,
isaiah ford,FordIs00,wr,194.0,72.0,32.625,9.25,4.61,,6.94,4.34,35.5,127.0,14.0
isaiah hodgins,HodgIs00,wr,210.0,72.0,33.125,9.875,4.61,,7.01,4.12,36.5,124.0,9.0
isaiah johnson,JohnIs02,cb,208.0,72.0,33.0,8.75,4.4,,6.81,4.06,36.5,133.0,
isaiah likely,LikeIs00,te,245.0,72.0,31.875,10.0,,,,4.57,36.0,,
isaiah mckenzie,McKeIs00,wr,173.0,60.0,28.875,8.875,4.42,,6.64,4.15,36.0,123.0,11.0
isaiah pead,PeadIs00,rb,197.0,60.0,31.0,8.625,4.47,,6.95,4.32,33.0,116.0,
isaiah prince,PrinIs00,ot,305.0,72.0,35.5,10.125,5.09,,7.9,5.02,27.0,115.0,23.0
isaiah simmons,SimmIs00,lb,238.0,72.0,33.375,9.625,4.39,,,,39.0,132.0,
isaiah spiller,SpilIs00,rb,217.0,72.0,31.75,8.625,,,,,30.0,114.0,
isaiah wynn,WynnIs00,g,313.0,72.0,33.375,8.5,,,,,,,
isaih pacheco,PachIs00,rb,216.0,60.0,30.5,9.25,4.37,1.55,,,33.0,118.0,
israel abanikanda,AbanIs00,rb,216.0,60.0,32.0,8.25,,,,,,,
israel mukuamu,MukuIs00,cb,212.0,72.0,34.0,9.375,,,,,36.5,119.0,13.0
j'mon moore,MoorJM00,wr,207.0,72.0,32.875,9.375,4.6,,6.56,4.04,38.0,120.0,21.0
j.d. walton,WaltJ.20,c,300.0,72.0,33.375,9.25,5.19,,,4.69,27.0,101.0,24.0
j.j. arcega-whiteside,ArceJJ00,wr,225.0,72.0,33.25,9.5,,,,,,,
j.j. arrington,ArriJ.00,rb,214.0,60.0,,,4.4,,,4.1,35.0,121.0,18.0
j.j. johnson,JohnJ.00,rb,227.0,72.0,,,4.71,,,4.19,,,16.0
j.j. nelson,NelsJJ00,wr,156.0,60.0,31.125,8.25,4.28,1.5,7.02,4.15,36.0,127.0,
j.k. dobbins,DobbJK00,rb,209.0,60.0,29.75,9.5,,,,,,,23.0
j.p. losman,LosmJ.00,qb,224.0,72.0,,,4.73,,,,33.0,116.0,
j.r. redmond,RedmJ.00,rb,216.0,72.0,,,4.48,,,,32.5,121.0,
j.t. o'sullivan,OSulJ.00,qb,223.0,72.0,,,4.88,,,4.28,29.0,107.0,
j.t. thomas,ThomJ.02,olb,241.0,72.0,30.375,9.125,4.65,,,4.28,30.5,114.0,23.0
jk scott,ScotJK00,p,208.0,72.0,33.125,9.0,4.83,,7.28,,30.5,114.0,
ja'wuan james,JameJa01,ot,311.0,72.0,35.0,9.875,5.34,1.82,7.42,4.56,29.0,103.0,22.0
jacorey shepherd,ShepJa00,cb,199.0,60.0,30.625,8.625,,,,,,,14.0
jajuan dawson,DawsJa00,wr,199.0,72.0,,,4.55,,,4.16,34.0,117.0,
jamarcus russell,RussJa00,qb,265.0,72.0,,,4.83,,,,,,
jamarr chase,ChasJa00,wr,201.0,72.0,30.75,9.625,4.34,1.59,6.96,3.99,41.0,132.0,
jabar gaffney,GaffJa00,wr,193.0,72.0,,,4.56,,,4.06,,,
jabari holloway,HollJa01,te,253.0,72.0,,,4.91,,,4.4,38.5,113.0,20.0
jabari price,PricJa00,cb,200.0,60.0,31.625,9.125,4.45,1.57,7.04,4.3,,,16.0
jace amaro,AmarJa00,te,265.0,72.0,34.0,9.0,4.74,,7.42,4.3,33.0,118.0,28.0
jace sternberger,SterJa00,te,251.0,72.0,32.125,9.75,4.75,,7.19,4.31,31.5,113.0,17.0
jack anderson,AndeJa01,g,314.0,72.0,31.875,10.0,5.27,1.78,7.88,4.83,29.5,105.0,27.0
jack campbell,CampJa04,lb,249.0,72.0,31.875,10.25,4.65,1.59,6.74,4.24,37.5,128.0,
jack conklin,ConkJa00,ot,308.0,72.0,35.0,10.375,5.0,1.76,7.63,4.57,30.0,103.0,25.0
jack jones,JoneJa10,cb,171.0,60.0,30.75,8.875,4.51,1.54,,,,,
jack tocho,TochJa00,cb,202.0,72.0,31.625,9.375,4.54,,,,35.0,125.0,21.0
jack williams,WillJa96,cb,186.0,60.0,,,4.43,,,,35.5,121.0,19.0
jackson barton,BartJa00,ot,310.0,72.0,34.0,9.25,5.18,,7.85,4.66,27.0,109.0,25.0
jacob bell,BellJa20,g,302.0,72.0,,,5.22,,,,,,26.0
jacob eason,EasoJa00,qb,231.0,72.0,32.875,9.5,4.89,,7.5,4.75,27.5,110.0,
jacob harris,HarrJa03,wr,219.0,72.0,33.75,9.5,4.43,1.6,6.51,4.31,40.5,133.0,15.0
jacob phillips,PhilJa01,lb,229.0,72.0,32.375,10.0,4.66,,7.38,4.33,39.0,126.0,
jacob rogers,RogeJa20,ot,307.0,72.0,,,5.3,,,,,,30.0
jacob tamme,TammJa00,te,236.0,72.0,,,4.58,,,4.27,30.0,109.0,18.0
jacoby brissett,BrisJa00,qb,231.0,72.0,32.25,9.75,4.94,1.79,7.17,4.53,31.0,113.0,
jacoby ford,FordJa01,wr,186.0,60.0,30.5,9.25,4.28,,7.0,4.44,33.5,115.0,15.0
jacoby jones,JoneJa03,wr,210.0,72.0,,7.5,4.5,1.65,7.03,4.31,34.0,129.0,
jacoby rhinehart,RhinCo20,cb,187.0,60.0,,,4.61,,,4.11,34.0,122.0,
jacquizz rodgers,RodgJa00,rb,196.0,60.0,30.5,8.875,4.59,,,4.26,33.0,113.0,
jaelen strong,StroJa01,wr,217.0,72.0,32.5,9.0,4.44,1.57,7.33,4.19,42.0,123.0,
jaelon darden,DardJa00,wr,174.0,60.0,30.625,8.75,4.46,1.54,6.67,4.1,35.5,122.0,11.0
jaelyn duncan,DuncJa00,ot,306.0,72.0,33.0,9.375,5.1,1.78,,,31.5,113.0,
jah reid,ReidJa00,ot,327.0,72.0,34.375,10.25,5.32,,,4.65,29.5,111.0,28.0
jahan dotson,DotsJa00,wr,178.0,60.0,30.75,9.5,4.43,1.55,7.28,,36.0,121.0,
jahlani tavai,TavaJa00,lb,250.0,72.0,31.875,9.0,,,,,,,
jahmyr gibbs,GibbJa01,rb,199.0,60.0,30.5,9.25,4.36,1.52,,,33.5,,
jahvid best,BestJa00,rb,199.0,60.0,31.75,9.0,4.34,,,4.17,32.5,113.0,18.0
jaimie thomas,ThomJa22,g,323.0,72.0,,,5.29,,,,,,20.0
jaire alexander,AlexJa00,cb,196.0,60.0,31.125,9.5,4.38,,6.71,3.98,35.0,127.0,14.0
jake  matthews,MattJa00,ot,308.0,72.0,33.375,9.875,5.07,1.7,7.34,4.47,30.5,105.0,24.0
jake andrews,AndrJa00,c,305.0,72.0,32.875,10.0,5.15,1.8,,4.73,26.0,102.0,
jake bailey,BailJa00,p,200.0,72.0,30.0,8.75,4.72,,,,33.0,117.0,
jake bobo,BrooJa03,wr,206.0,72.0,32.25,10.0,,,,,,,
jake butt,ButtJa00,te,246.0,72.0,32.0,10.0,,,,,,,
jake ferguson,FergJa00,te,250.0,72.0,32.625,9.5,4.81,1.63,7.03,4.48,31.5,118.0,15.0
jake fisher,FishJa00,ot,306.0,72.0,33.75,10.375,5.01,1.75,7.25,4.33,32.5,,25.0
jake fromm,FromJa00,qb,219.0,72.0,31.125,8.875,5.01,,7.27,4.51,30.0,111.0,
jake funk,FunkJa00,rb,204.0,60.0,30.25,9.0,4.49,1.5,6.71,4.12,38.0,122.0,22.0
jake grove,GrovJa20,c,303.0,72.0,,,5.16,,,,,,31.0
jake haener,HaenJa00,qb,207.0,72.0,29.75,9.375,,,7.01,,35.0,114.0,
jake locker,LockJa00,qb,231.0,72.0,31.625,9.625,4.51,,,4.12,35.0,115.0,
jake long,LongJa20,ot,313.0,72.0,,,5.22,,,4.73,27.5,102.0,37.0
jake luton,LutoJa00,qb,224.0,72.0,31.75,10.375,,,,,,,
jake moody,MoodJa00,k,209.0,72.0,30.875,9.5,,,,,,,
jake schifino,SchiJa20,wr,200.0,72.0,,,4.49,1.58,,,,,
jaleel johnson,JohnJa09,dt,316.0,72.0,33.25,9.625,5.38,,7.64,4.62,28.0,100.0,19.0
jaleel scott,ScotJa02,wr,218.0,72.0,33.5,10.0,4.56,,7.2,4.4,34.5,124.0,16.0
jalen brooks,BrooJa03,wr,201.0,72.0,34.125,9.5,4.69,1.56,7.15,4.31,35.0,130.0,
jalen camp,CampJa03,wr,226.0,72.0,33.75,9.625,4.48,1.56,7.0,4.14,39.5,125.0,29.0
jalen collins,CollJa02,cb,203.0,72.0,32.125,9.375,4.48,1.5,6.77,4.27,36.0,124.0,
jalen graham,GrahJa02,lb,220.0,72.0,33.0,9.875,4.64,1.68,,,30.5,112.0,
jalen hurd,HurdJa00,wr,226.0,72.0,32.0,10.25,,,,,,,23.0
jalen hurts,HurtJa00,qb,222.0,72.0,31.75,9.75,4.59,,,,35.0,125.0,
