player_name,pfr_id,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position,position_group,def_pos_flag,off_pos_flag,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
anthony gould,GoulAn00,174.0,68.0,29.625,69.875,8.875,4.39,,1.49,,,4.16,39.5,129.0,,00-0039816,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
anthony henry,HenrAn20,207.0,73.0,,,,4.6,,,,,4.21,41.0,126.0,15.0,00-0020329,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
anthony hill,HillAn00,278.0,78.0,,,,4.84,,,,,4.56,30.5,107.0,21.0,00-0026908,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
anthony mccoy,McCoAn00,259.0,77.0,34.0,,10.375,4.71,,1.66,,6.99,4.57,35.5,113.0,19.0,00-0027783,te,te,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
anthony mcfarland,McFaAn00,193.0,68.0,30.375,,8.875,4.44,,,,,,29.5,116.0,,00-0036336,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
anthony mcfarland,McFaAn20,300.0,72.0,,,,4.85,,,,,4.28,28.5,120.0,25.0,00-0010840,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
anthony miller,MillAn02,195.0,71.0,31.625,75.5,10.0,,,,,,,,,22.0,00-0034353,wr,wr,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
anthony richardson,RichAn03,244.0,76.0,32.75,,10.5,4.43,,1.53,,,,40.5,129.0,,00-0039164,qb,qb,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
anthony schwartz,SchwAn00,195.0,72.0,31.5,75.5,9.375,4.27,,1.51,2.58,7.13,4.25,32.0,123.0,,00-0036999,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
anthony sherman,SherAn00,242.0,70.0,30.0,,9.375,4.74,,,,,4.41,32.5,111.0,32.0,00-0028074,fb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
anthony thomas,ThomAn01,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
antoine cason,CasoAn99,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
antoine green,GreeAn00,200.0,74.0,32.125,,9.0,4.47,,1.54,,6.99,4.27,33.5,123.0,,00-0038627,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
antoine winfield,WinfAn20,180.0,69.0,,,,4.41,,,,,3.95,37.0,122.0,,00-0018093,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
anton harrison,HarrAn00,315.0,77.0,34.125,,9.25,4.98,,1.77,,,,28.5,105.0,,00-0038934,ot,ol,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
antonio brown,BrowAn04,185.0,70.0,31.0,,9.0,4.56,11.3,,,6.98,4.18,33.5,105.0,13.0,00-0027793,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
antonio bryant,BryaAn00,205.0,73.0,,,,4.57,,,,,,37.0,121.0,,00-0021191,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
antonio callaway,CallAn00,200.0,71.0,31.5,73.625,9.5,4.41,,,,,,34.0,121.0,,00-0034772,wr,wr,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
antonio cromartie,CromAn20,210.0,74.0,33.0,,10.0,4.47,,1.58,,7.02,3.89,38.0,132.0,18.0,00-0024234,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
antonio dingle,DingAn20,315.0,73.0,,,,5.26,,,,,4.85,31.0,102.0,22.0,00-0004321,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
antonio gandy-golden,GandAn00,223.0,76.0,31.75,,9.625,4.6,,,,7.33,4.55,36.0,127.0,22.0,00-0036340,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
antonio garcia,GarcAn00,302.0,79.0,33.375,,9.875,5.15,,,,7.98,4.94,31.0,108.0,24.0,00-0033922,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
antonio johnson,JohnAn03,328.0,75.0,,,,5.15,,,,,4.49,29.0,108.0,28.0,00-0025539,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
antonio pittman,PittAn00,207.0,71.0,,,,4.4,,,,,4.16,35.5,123.0,16.0,00-0025494,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
anttaj hawthorne,HawtAn20,310.0,75.0,,,,5.23,,,,,4.72,27.0,100.0,21.0,00-0023608,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
antwaan randle el,RandAn00,185.0,70.0,,,,4.49,,,,,,,,,00-0021190,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
antwan peek,PeekAn20,250.0,75.0,,,,4.65,,,,,4.35,37.0,125.0,21.0,00-0022052,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
aqib talib,TaliAq99,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ardarius stewart,StewAr00,205.0,72.0,32.5,,9.375,4.49,,,,,,34.0,124.0,,00-0033916,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
arian smith,SmitAr01,179.0,72.0,31.25,77.0,9.0,4.36,,1.51,,6.82,4.19,38.0,127.0,,00-0040582,wr,wr,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
arie kouandjio,KouaAr00,316.0,77.0,34.125,,10.875,,,,,,,,,,00-0031942,g,ol,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
arman shields,ShieAr00,195.0,73.0,,,,4.37,,,,,3.96,37.5,128.0,19.0,00-0026265,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
arnaz battle,BattAr00,208.0,73.0,,,,4.58,,1.63,2.74,6.74,4.06,35.0,117.0,,00-0022064,wr,wr,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
arrelious benn,BennAr00,228.0,74.0,32.25,,9.375,4.57,,1.55,2.58,6.78,4.32,37.0,118.0,20.0,00-0027654,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
arthur lynch,LyncAr00,252.0,77.0,32.5,,10.125,4.82,,,,7.38,4.35,29.5,116.0,28.0,00-0031286,te,te,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
artie burns,BurnAr00,187.0,72.0,33.25,,9.5,4.46,,1.56,2.63,6.96,4.33,31.5,124.0,7.0,00-0033103,cb,db,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
asante samuel,SamuAs00,180.0,70.0,30.125,72.25,8.875,4.41,,1.5,2.56,6.98,4.09,35.0,124.0,12.0,00-0036617,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
asante samuel,SamuAs20,185.0,70.0,,,,4.49,,,,,4.14,35.5,120.0,9.0,00-0021956,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
asher allen,AlleAs99,194.0,69.0,,,,4.48,,,,,4.3,35.0,115.0,22.0,00-0027058,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ashton jeanty,JeanAs00,208.0,68.0,29.25,72.75,9.25,,,,,,,,,,00-0040122,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
asim richards,RichAs00,307.0,76.0,34.0,,10.0,,,,,,,,,,00-0038601,ot,ol,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
atiyyah ellison,ElliAt00,315.0,75.0,,,,5.07,,,,,4.83,27.5,103.0,25.0,00-0023524,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
auden tate,TateAu00,228.0,77.0,33.75,79.25,9.375,4.68,,,,,,31.0,112.0,,00-0034686,wr,wr,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
audric estimé,EstiAu00,227.0,71.0,32.375,76.5,10.25,4.71,,1.58,,,,38.0,125.0,23.0,00-0039373,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
aundrae allison,AlliAu00,198.0,72.0,31.5,,9.0,4.39,,1.43,2.46,6.81,4.25,37.0,127.0,,00-0025533,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
austin blythe,BlytAu00,298.0,74.0,30.25,,9.375,5.36,,1.8,,7.52,4.53,27.5,99.0,29.0,00-0032455,c,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
austin collie,CollAu00,204.0,72.0,31.0,,9.0,4.56,11.42,,,6.78,4.24,34.0,120.0,17.0,00-0027092,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
austin corbett,CorbAu00,306.0,76.0,33.125,78.875,10.5,5.15,,,,7.87,4.5,28.0,106.0,19.0,00-0034261,g,ol,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
austin hooper,HoopAu00,254.0,76.0,33.75,,10.625,4.72,11.93,1.63,,7.0,4.32,33.0,117.0,19.0,00-0032392,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
austin king,KingAu20,288.0,75.0,,,,5.42,,,,,4.73,28.0,106.0,20.0,00-0022014,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
austin pettis,PettAu00,203.0,75.0,31.75,,9.75,4.56,11.14,,,6.68,3.88,33.5,120.0,14.0,00-0028016,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
austin seferian-jenkins,SefeAu00,262.0,77.0,33.75,,9.75,4.56,,,,,,37.5,,20.0,00-0031418,te,te,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
austin shepherd,ShepAu00,327.0,76.0,32.875,,10.0,5.39,,1.9,,8.04,4.7,29.0,94.0,17.0,00-0031623,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
austin wheatley,WheaAu20,254.0,75.0,,,,4.66,,,,,4.18,32.5,121.0,,00-0019589,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
autry denson,DensAu00,203.0,70.0,,,,4.67,,,,,4.15,31.0,116.0,20.0,00-0004200,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
b.j. coleman,ColeB.00,231.0,75.0,31.625,,10.375,,,,,7.07,4.38,,109.0,,00-0029219,qb,qb,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1
b.j. cunningham,CunnB.00,215.0,74.0,33.0,,8.125,4.59,,,,7.1,,31.0,116.0,12.0,00-0029564,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
b.w. webb,WebbBW00,190.0,71.0,30.25,,9.375,4.51,11.06,1.49,,6.82,3.84,40.5,132.0,14.0,00-0030403,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
babatunde oshinowo,OshiBa20,325.0,73.0,,,,5.27,,,,,4.57,32.0,105.0,33.0,00-0024395,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
bailey zappe,ZappBa00,215.0,73.0,31.375,74.75,9.75,4.88,,1.67,,,,30.0,109.0,,00-0038108,qb,qb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
baker mayfield,MayfBa00,215.0,73.0,30.25,73.375,9.25,4.84,,,,7.0,4.28,29.0,111.0,,00-0034855,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
barrett carter,CartBa00,230.0,72.0,32.125,78.625,9.25,,,,,,4.41,34.5,116.0,,00-0040157,lb,lb,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
barry richardson,RichBa20,319.0,78.0,,,,5.45,,,,,5.16,25.5,100.0,24.0,00-0026310,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
bashaud breeland,BreeBa00,195.0,71.0,31.75,,9.0,4.53,11.65,,,7.04,4.33,34.5,123.0,11.0,00-0031052,cb,db,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
baylon spector,SpecBa00,233.0,72.0,31.5,75.625,10.0,4.6,,1.59,,,,36.0,122.0,,00-0037318,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
bear pascoe,PascBe00,265.0,77.0,,,,4.96,,,,,4.55,26.5,107.0,,00-0026931,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
beau sandland,SandBe00,255.0,76.0,34.25,,10.125,4.74,11.75,1.67,,7.1,4.33,35.0,124.0,23.0,00-0032900,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ben burr-kirven,BurrBe00,230.0,72.0,31.875,74.375,8.875,4.56,11.43,,,6.85,4.09,34.5,121.0,21.0,00-0035143,lb,lb,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ben claxton,ClaxBe20,300.0,75.0,,,,5.16,,,,,4.69,27.0,102.0,,00-0022018,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
ben cleveland,ClevBe00,355.0,78.0,33.75,80.875,9.75,5.05,,1.77,2.91,,4.88,28.0,102.0,30.0,00-0036977,g,ol,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ben grubbs,GrubBe20,310.0,75.0,,,,5.18,,,,,4.72,26.5,103.0,29.0,00-0025416,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ben hartsock,HartBe00,265.0,76.0,,,,4.8,,,,,4.03,35.0,117.0,23.0,00-0022847,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ben jones,JoneBe01,308.0,75.0,,,,5.44,,,,7.95,4.74,30.0,105.0,29.0,00-0029413,c,ol,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
ben koyack,KoyaBe00,258.0,77.0,32.625,,10.75,,,,,,,,,,00-0032139,te,te,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
ben leber,LebeBe20,245.0,75.0,,,,4.62,,,,,4.25,32.5,114.0,20.0,00-0021197,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ben obomanu,ObomBe00,204.0,73.0,33.0,,9.0,4.43,,,,,,39.5,,,00-0024463,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
ben patrick,PatrBe00,264.0,75.0,,,,4.74,,,,,4.31,34.5,111.0,,00-0025602,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
ben roethlisberger,RoetBe00,240.0,77.0,,,,4.75,,,,,,,,,00-0022924,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
ben sinnott,SinnBe00,245.0,76.0,32.375,77.5,9.5,4.68,,1.59,,6.82,4.23,40.0,126.0,,00-0039912,te,te,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ben sobieski,SobiBe20,315.0,77.0,,,,5.0,,,,,4.49,30.0,109.0,18.0,00-0021935,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
ben tate,TateBe00,220.0,70.0,31.25,,9.0,4.34,,,,,4.12,40.5,124.0,26.0,00-0027890,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
bene  benwikere,BenwBe00,195.0,72.0,30.0,,9.125,4.6,,,,6.94,4.38,40.5,122.0,10.0,00-0031262,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
benjamin st-juste,StJuBe00,200.0,75.0,32.625,78.625,9.375,4.55,,1.57,2.65,6.63,4.01,34.5,119.0,11.0,00-0036625,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bennett skowronek,SkowBe00,224.0,75.0,33.25,78.125,10.125,,,,,,,,,13.0,00-0036862,wr,wr,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
bennie joppru,JoppBe00,255.0,76.0,,,,4.78,,,,,,30.5,109.0,19.0,00-0022082,te,te,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
bennie logan,LogaBe00,315.0,74.0,34.0,,10.25,,,,,7.53,4.67,25.0,104.0,30.0,00-0030507,dt,dl,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
benny snell,SnelBe00,224.0,70.0,31.0,74.25,9.375,4.66,,,,7.07,4.33,29.5,119.0,16.0,00-0035217,rb,rb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
bernard berrian,BerrBe00,185.0,73.0,,,,4.58,,,,,4.21,38.0,128.0,,00-0022807,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
bernard pierce,PierBe00,222.0,72.0,,,,4.49,,,,7.07,4.28,36.0,123.0,17.0,00-0029264,rb,rb,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
bernard scott,ScotBe00,195.0,70.0,,,,4.44,,,,,4.08,36.0,125.0,21.0,00-0026941,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
bethel johnson,JohnBe00,200.0,71.0,,,,4.38,,1.55,2.6,,,38.5,127.0,17.0,00-0021993,wr,wr,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0
bhayshul tuten,TuteBh00,209.0,69.0,29.5,72.875,9.0,4.32,,1.49,,,4.41,40.5,130.0,,00-0040719,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
bijan robinson,RobiBi01,215.0,71.0,31.125,74.75,9.75,4.46,,1.52,,,,37.0,124.0,,00-0038542,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
bilal nichols,NichBi00,313.0,75.0,33.375,80.125,10.25,4.95,,1.72,2.89,7.45,4.49,30.5,112.0,29.0,00-0034387,dt,dl,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bilal powell,PoweBi00,204.0,70.0,30.875,,8.75,4.51,,1.53,2.64,,,,,18.0,00-0028064,rb,rb,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0
bill ferrario,FerrBi20,315.0,74.0,,,,5.3,,,,,,,,17.0,00-0020353,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
billy bajema,BajeBi00,259.0,76.0,,,,4.74,,,,,4.3,31.5,113.0,16.0,00-0023679,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
billy price,PricBi01,310.0,76.0,32.0,75.25,9.75,,,,,,,,,,00-0034762,c,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
billy turner,TurnBi00,313.0,77.0,34.0,,10.0,5.16,,1.75,,7.92,4.71,28.0,108.0,25.0,00-0031433,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
bishop sankey,SankBi00,213.0,70.0,31.0,,10.0,4.49,,1.59,,6.75,4.0,35.5,126.0,26.0,00-0031413,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
bisi johnson,JohnOl00,210.0,72.0,30.75,74.875,10.375,4.51,11.46,,,6.88,4.16,38.0,124.0,14.0,00-0035006,wr,wr,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
blaine gabbert,GabbBl00,235.0,77.0,33.0,,10.0,4.61,,,,,4.26,33.5,120.0,,00-0027948,qb,qb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
blair brown,BrowBl00,238.0,72.0,31.25,,9.375,4.65,,,,6.92,4.18,37.0,124.0,,00-0033841,lb,lb,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
blake bell,BellBl00,252.0,78.0,33.125,,10.0,4.8,11.81,1.67,,6.85,4.32,33.0,116.0,14.0,00-0032062,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
blake bortles,BortBl00,236.0,77.0,32.875,,9.375,4.93,,1.72,,7.08,4.21,32.5,115.0,,00-0031407,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
blake cashman,CashBl00,235.0,73.0,30.125,73.625,8.75,4.5,,,,6.95,4.12,37.5,124.0,18.0,00-0035276,lb,lb,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
blake corum,CoruBl00,210.0,68.0,28.875,70.125,9.0,4.53,,1.58,,6.82,,35.5,,27.0,00-0039738,rb,rb,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
blake fisher,FishBl00,310.0,78.0,34.375,83.0,10.0,5.2,,,,,,,114.0,,00-0039857,ot,ol,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1
blake freeland,FreeBl00,302.0,79.0,33.875,,10.0,4.98,,1.68,,7.46,4.71,37.0,120.0,,00-0039158,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
bo melton,MeltBo00,189.0,71.0,31.25,76.5,9.0,4.34,,1.5,,6.98,,38.0,121.0,,00-0037091,wr,wr,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
bo nix,NixxBo00,217.0,74.0,30.875,74.25,10.125,,,,,,,,,,00-0039732,qb,qb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bo scaife,ScaiBo00,249.0,75.0,,,,4.75,,,,,4.14,32.5,114.0,24.0,00-0023612,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
bo scarbrough,ScarBo01,235.0,73.0,33.5,80.375,10.0,4.52,,,,,4.34,40.0,129.0,14.0,00-0034432,rb,rb,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
bobby brown,BrowBo04,332.0,76.0,34.75,85.5,10.5,5.04,,1.68,2.9,7.62,4.58,33.0,113.0,,00-0036903,dt,dl,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bobby massie,MassBo00,325.0,78.0,35.0,,9.0,5.23,,,,7.7,4.95,27.0,103.0,22.0,00-0029528,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
bobby mccain,McCaBo01,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
bobby wade,WadeBo00,186.0,70.0,,,,4.66,,,,,4.11,34.5,115.0,,00-0022144,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
bopete keyes,KeyeTh00,200.0,73.0,32.625,,8.75,,,,,,,36.0,126.0,,00-0036385,cb,db,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
boss bailey,BailBo20,232.0,75.0,,,,4.58,,,,,,42.0,135.0,,00-0022048,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1
brad bedell,BedeBr20,306.0,76.0,,,,5.07,,,,,4.58,31.5,103.0,17.0,00-0019554,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
brad cottam,CottBr00,269.0,79.0,,,,4.63,,,,,,33.0,,24.0,00-0026216,te,te,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0
brad kaaya,KaayBr00,215.0,76.0,32.0,,9.75,,,,,,,,,,00-0033585,qb,qb,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
brad meester,MeesBr20,292.0,75.0,,,,5.12,,,,,4.43,34.0,110.0,25.0,00-0018956,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
brad sorensen,SoreBr00,230.0,77.0,32.25,,9.25,4.97,,1.65,,7.17,4.55,29.0,112.0,,00-0030292,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
braden fiske,FiskBr00,291.0,77.0,31.0,75.75,10.0,4.78,,1.68,,,4.37,33.5,117.0,26.0,00-0039734,dt,dl,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
bradlee van pelt,VanPBr00,220.0,74.0,,,,4.98,,,,,4.15,33.5,115.0,,00-0022774,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
bradley roby,RobyBr00,194.0,71.0,31.5,,10.25,4.39,,1.47,,,4.04,38.5,124.0,17.0,00-0031372,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
brady christensen,ChriBr00,300.0,78.0,32.25,80.0,10.25,4.9,,1.71,2.85,7.33,4.52,34.0,124.0,30.0,00-0036968,ot,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
brady quinn,QuinBr00,235.0,75.0,,,,4.73,,,,,,,,24.0,00-0025409,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
braeden daniels,DaniBr00,305.0,76.0,33.0,,9.375,4.99,,1.71,,7.53,4.6,30.5,109.0,,00-0039010,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
braelon allen,AlleBr05,235.0,73.0,31.25,76.25,9.25,,,,,,,32.0,117.0,26.0,00-0039794,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
brandin cooks,CookBr00,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
brandin echols,EchoBr00,179.0,70.0,30.25,73.0,9.125,4.36,,1.46,2.55,6.84,4.12,42.5,136.0,13.0,00-0036504,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
brandon aiyuk,AiyuBr00,200.0,72.0,33.5,,9.75,4.5,,,,,,40.0,128.0,11.0,00-0036261,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
brandon allen,AlleBr00,209.0,74.0,31.25,,8.875,4.84,,1.71,,7.06,4.33,28.0,110.0,,00-0032434,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
brandon doughty,DougBr00,212.0,75.0,32.0,,9.125,5.22,,1.81,,7.49,4.52,27.0,103.0,,00-0032446,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
brandon flowers,FlowBr99,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
brandon frye,FryeBr21,305.0,76.0,,,,5.08,,,,,4.4,32.5,103.0,34.0,00-0025550,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
brandon hogan,HogaBr00,190.0,70.0,30.375,,9.625,4.43,,,,,,,,19.0,00-0028036,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
brandon jackson,JackBr00,216.0,70.0,,,,4.54,,,,,4.14,37.0,122.0,21.0,00-0025450,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
brandon jacobs,JacoBr00,264.0,76.0,,,,4.56,,,,,4.49,37.0,118.0,19.0,00-0023545,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
brandon jones,JoneBr02,212.0,73.0,,,,4.42,,,,,4.1,37.0,114.0,,00-0023531,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
