team,season,team_avg_height,team_avg_weight,pass_epa,dropbacks,rush_epa,rush_attempts,total_off_plays,off_epa_per_play,pass_epa_allowed,dropbacks_faced,rush_epa_allowed,rush_attempts_faced,total_def_plays,def_epa_per_play,team_qb_epa,off_epa_prior,def_epa_prior,first_season_flag,net_epa_per_play
MIN,2018,74.31111111111112,244.2,-21.477758679063918,665.0,-69.90428128130718,357.0,1022.0,-0.08941491189860185,-59.294360282763165,585.0,-45.87181877045256,441.0,1026.0,-0.1025011491746742,-0.03051196220611501,0.004397293890667415,-0.15337202509626155,0,0.01308623727607236
MIN,2019,74.14117647058823,240.58823529411765,75.54660390527813,506.0,-23.77690049401843,476.0,982.0,0.05271863891166975,-38.53322345932315,662.0,-49.7886718989084,404.0,1066.0,-0.08285356037357557,0.14515042769869355,-0.08941491189860185,-0.1025011491746742,0,0.13557219928524533
MIN,2020,74.03157894736842,239.21052631578948,92.74438768456204,576.0,9.039150240107752,472.0,1048.0,0.09712169649300552,80.45174057313213,591.0,6.5162148843521,474.0,1065.0,0.08166005207275513,0.1498029682177122,0.05271863891166975,-0.08285356037357557,0,0.015461644420250387
MIN,2021,74.31111111111112,240.98888888888888,54.855987088294356,648.0,-41.31556674316617,453.0,1101.0,0.01229829277486665,-19.986154007062275,713.0,14.559980873441402,475.0,1188.0,-0.004567485802711172,0.08304478791328986,0.09712169649300552,0.08166005207275513,0,0.016865778577577824
MIN,2022,74.25581395348837,243.06976744186048,37.14486143806165,734.0,-44.033055880243374,404.0,1138.0,-0.00605289494040573,37.282932595100185,695.0,-7.128051099714285,463.0,1158.0,0.026040484883752938,0.02909292377247338,0.01229829277486665,-0.004567485802711172,0,-0.03209337982415867
MIN,2023,74.31683168316832,244.3960396039604,1.634244939195396,709.0,-28.493426313111108,393.0,1102.0,-0.02437312284384366,7.672792710541964,673.0,-44.454504691792586,449.0,1122.0,-0.03278227449309325,-0.045199551291238184,-0.00605289494040573,0.026040484883752938,0,0.008409151649249588
MIN,2024,73.96703296703296,239.45054945054946,59.16084028185217,626.0,-34.772771797695434,457.0,1083.0,0.022518992136802155,-32.15162324128401,714.0,-59.68477169579463,393.0,1107.0,-0.08295970635689127,0.06128078779928883,-0.02437312284384366,-0.03278227449309325,0,0.10547869849369343
MIN,2025,74.27380952380952,243.0561797752809,-88.87762950889172,575.0,-12.985479250163696,410.0,985.0,-0.10341432361325423,-62.99379436589915,526.0,-36.52460751246349,529.0,1055.0,-0.09433023874726316,-0.10352980253632847,0.022518992136802155,-0.08295970635689127,0,-0.009084084865991063
NE,1999,73.92424242424242,239.3939393939394,-43.454437053661096,592.0,-77.98540501786327,425.0,1017.0,-0.11940987420995514,-28.12257451743154,559.0,-78.46901892794683,486.0,1045.0,-0.10200152482811328,,,,1,-0.017408349381841853
NE,2000,74.07894736842105,249.30263157894737,-32.60167868483416,620.0,-72.97824574966391,427.0,1047.0,-0.1008404244837613,52.886675283797445,586.0,-54.013321672886384,497.0,1083.0,-0.0010403013749667033,,-0.11940987420995514,-0.10200152482811328,0,-0.0998001231087946
NE,2001,73.625,240.40277777777777,12.481336549703217,535.0,-46.0986553304903,473.0,1008.0,-0.033350514663479255,-53.216443835523414,615.0,-34.6275303366187,430.0,1045.0,-0.08406121930348527,0.025274028195485073,-0.1008404244837613,-0.0010403013749667033,0,0.050710704640006016
NE,2002,73.73770491803279,247.31147540983608,10.103890442687446,645.0,-20.835677205323304,398.0,1043.0,-0.010289344930619232,-23.74861073176595,580.0,39.650638108872926,467.0,1047.0,0.01518818278615757,0.010579405394192241,-0.033350514663479255,-0.08406121930348527,0,-0.0254775277167768
NE,2003,73.6,244.95384615384614,19.9406075167888,568.0,-79.03327271430608,473.0,1041.0,-0.05676528837417606,-136.60214970253764,656.0,-40.780054677985895,402.0,1058.0,-0.16765803816684646,0.047068962163395026,-0.010289344930619232,0.01518818278615757,0,0.1108927497926704
NE,2004,73.45454545454545,246.4848484848485,115.03501821259637,509.0,-23.283683067958094,525.0,1034.0,0.08873436667759987,-43.66054379271327,587.0,-58.13961659248075,406.0,993.0,-0.10251778487934947,0.2191915212155919,-0.05676528837417606,-0.16765803816684646,0,0.19125215155694936
NE,2005,73.11940298507463,241.8955223880597,97.07245142280595,593.0,-34.0583313533565,440.0,1033.0,0.0610010842879472,42.62676526575249,562.0,-24.38188615010628,437.0,999.0,0.018263142257904114,0.1809356017208816,0.08873436667759987,-0.10251778487934947,0,0.04273794203004308
NE,2006,73.27941176470588,242.16176470588235,55.66827269794014,572.0,-18.357621184551572,498.0,1070.0,0.034869767769522025,-62.13033052478318,570.0,-48.13531977715644,389.0,959.0,-0.11497982304686091,0.08683492954181504,0.0610010842879472,0.018263142257904114,0,0.14984959081638294
NE,2007,73.73846153846154,247.03076923076924,263.9397625643609,623.0,10.128786919817118,452.0,1075.0,0.2549474878922586,-78.8694991238843,585.0,-0.10332124894943351,359.0,944.0,-0.08365764870003572,0.4174092787440896,0.034869767769522025,-0.11497982304686091,0,0.3386051365922943
NE,2008,73.8030303030303,242.78787878787878,72.18239870416942,618.0,32.839245418153844,516.0,1134.0,0.09261167912021452,55.3282677325272,527.0,-39.33548972177916,416.0,943.0,0.016959467667813404,,0.2549474878922586,-0.08365764870003572,0,0.07565221145240111
NE,2009,73.76190476190476,247.53968253968253,130.23195861103892,622.0,-20.24697994242755,466.0,1088.0,0.10108913480570898,-0.46608958858359895,548.0,-26.644373396148257,398.0,946.0,-0.028657994698448052,0.22378604669358915,0.09261167912021452,0.016959467667813404,0,0.12974712950415704
