pfr_id,gsis_id,position,position_group,def_pos_flag,off_pos_flag,draft_round,draft_pick
IrviBu00,00-0039361,rb,rb,0,1,4.0,125.0
SkriBu00,00-0028075,cb,db,1,0,5.0,137.0
JoneBy00,00-0032239,cb,db,1,0,1.0,27.0
LeftBy00,00-0022177,qb,qb,0,1,1.0,7.0
MaxwBy00,00-0028111,cb,db,1,0,6.0,173.0
MurpBy01,00-0039309,dt,dl,1,0,1.0,16.0
MurpBy00,00-0035236,cb,db,1,0,2.0,33.0
BeatC.00,00-0033936,qb,qb,0,1,3.0,104.0
FiedC.00,00-0031302,te,te,0,1,3.0,65.0
HansCJ00,00-0039833,g,ol,0,1,7.0,248.0
HendCJ00,00-0036281,cb,db,1,0,1.0,9.0
MoslC.20,00-0023624,dt,dl,1,0,6.0,191.0
ProsC.00,00-0032393,rb,rb,0,1,3.0,90.0
SpilC.00,00-0027861,rb,rb,0,1,1.0,9.0
UzomC.00,00-0032134,te,te,0,1,5.0,157.0
StroCJ00,00-0039163,qb,qb,0,1,1.0,2.0
McNoCa00,00-0011044,qb,qb,0,1,1.0,12.0
OttoCa00,00-0038129,te,te,0,1,4.0,106.0
StovCa00,00-0039359,te,te,0,1,4.0,123.0
BranCa00,00-0033962,dt,dl,1,0,6.0,185.0
FarlCa00,00-0036615,cb,db,1,0,1.0,22.0
WillCa03,00-0039918,qb,qb,0,1,1.0,1.0
WilsCa00,00-0035320,te,te,0,1,7.0,254.0
AustCa00,00-0037837,wr,wr,0,1,4.0,138.0
JohnCa00,00-0025389,wr,wr,0,1,1.0,2.0
RidlCa00,00-0034837,wr,wr,0,1,1.0,26.0
AkerCa00,00-0036414,rb,rb,0,1,2.0,52.0
HartCa00,00-0039369,cb,db,1,0,5.0,140.0
NewtCa00,00-0027939,qb,qb,0,1,1.0,1.0
RobiCa00,00-0033889,ot,ol,0,1,2.0,34.0
SkatCa00,00-0040715,rb,rb,0,1,4.0,105.0
SmitCa02,00-0039133,cb,db,1,0,2.0,51.0
TaylCa01,00-0037753,cb,db,1,0,2.0,60.0
ThomCa99,00-0027745,dt,dl,1,0,5.0,146.0
WardCa00,00-0040676,qb,qb,0,1,1.0,1.0
ArtiCa00,00-0031599,rb,rb,0,1,5.0,174.0
BrowCa01,00-0036400,lb,lb,1,0,6.0,183.0
DantCa00,00-0036330,cb,db,1,0,3.0,89.0
ErviCa00,00-0032145,g,ol,0,1,1.0,19.0
FlemCa00,00-0031067,ot,ol,0,1,4.0,140.0
LatuCa01,00-0038564,te,te,0,1,3.0,101.0
MorrCa00,00-0026963,te,te,0,1,7.0,248.0
SpikCa20,00-0015471,g,ol,0,1,5.0,145.0
SuttCa00,00-0033930,cb,db,1,0,3.0,94.0
BynuCa00,00-0036629,cb,db,1,0,4.0,125.0
ReidCa00,00-0031071,dt,dl,1,0,5.0,158.0
JoneCa01,00-0033098,qb,qb,0,1,4.0,139.0
DaviCa01,00-0031938,dt,dl,1,0,3.0,90.0
FranCa20,00-0022861,wr,wr,0,1,4.0,99.0
HendCa01,00-0033919,wr,wr,0,1,3.0,82.0
HydeCa00,00-0031045,rb,rb,0,1,2.0,57.0
RogeCa20,00-0023444,cb,db,1,0,1.0,9.0
DaviCa02,00-0034778,cb,db,1,0,2.0,63.0
MitcCa00,00-0027776,wr,wr,0,1,6.0,177.0
PoweCa98,00-0026288,dt,dl,1,0,5.0,148.0
BrueCa00,00-0040231,lb,lb,1,0,7.0,226.0
PalmCa00,00-0021429,qb,qb,0,1,1.0,1.0
SchwCa00,00-0040579,lb,lb,1,0,2.0,33.0
WentCa00,00-0032950,qb,qb,0,1,1.0,2.0
CougCa00,00-0036402,lb,lb,1,0,7.0,218.0
WarrCa00,00-0039004,ot,ol,0,1,4.0,120.0
HaywCa00,00-0029261,cb,db,1,0,2.0,62.0
RabaCa20,00-0020450,c,ol,0,1,3.0,92.0
CollCe00,00-0003271,rb,rb,0,1,5.0,134.0
ShorCe00,00-0028052,wr,wr,0,1,4.0,114.0
CobbCe00,00-0022872,rb,rb,0,1,4.0,128.0
GrayCe00,00-0039858,lb,lb,1,0,4.0,106.0
JameCe00,00-0020484,wr,wr,0,1,4.0,131.0
OgbuCe00,00-0032233,ot,ol,0,1,1.0,21.0
PeerCe00,00-0026932,rb,rb,0,1,6.0,185.0
TillCe01,00-0038979,wr,wr,0,1,3.0,74.0
WilsCe01,00-0034418,wr,wr,0,1,6.0,208.0
WilsCe00,00-0020452,wr,wr,0,1,6.0,169.0
LambCe00,00-0036358,wr,wr,0,1,1.0,17.0
ClifCh20,00-0019702,ot,ol,0,1,2.0,44.0
GreeCh99,00-0024232,olb,lb,1,0,1.0,17.0
HansCh00,00-0033840,wr,wr,0,1,4.0,141.0
HennCh01,00-0026197,qb,qb,0,1,2.0,57.0
JackCh00,00-0024251,wr,wr,0,1,2.0,36.0
JohnCh01,00-0020397,wr,wr,0,1,2.0,36.0
MortCh00,00-0019590,rb,rb,0,1,5.0,166.0
MumaCh00,00-0037811,lb,lb,1,0,3.0,70.0
OwenCh00,00-0023618,wr,wr,0,1,6.0,185.0
PennCh01,00-0019559,qb,qb,0,1,1.0,18.0
PlumCh20,00-0013040,wr,wr,0,1,6.0,204.0
RineCh20,00-0026236,g,ol,0,1,3.0,96.0
BailCh00,00-0000585,cb,db,1,0,1.0,7.0
CampCh02,00-0037312,lb,lb,1,0,6.0,219.0
WarmCh00,00-0030593,g,ol,0,1,1.0,10.0
HarnCh00,00-0029554,qb,qb,0,1,7.0,253.0
TindCh00,00-0037813,lb,lb,1,0,3.0,102.0
StucCh20,00-0025622,wr,wr,0,1,7.0,235.0
RussCh00,00-0036434,lb,lb,1,0,7.0,241.0
BrowCh28,00-0027669,ot,ol,0,1,2.0,64.0
FishCh20,00-0005244,cb,db,1,0,2.0,33.0
GainCh00,00-0031955,cb,db,1,0,6.0,189.0
LeexCh00,00-0019505,wr,wr,0,1,7.0,242.0
LenoCh00,00-0031095,ot,ol,0,1,7.0,246.0
SimsCh00,00-0031390,rb,rb,0,1,3.0,69.0
SpenCh20,00-0024280,g,ol,0,1,3.0,65.0
TillCh20,00-0022123,cb,db,1,0,2.0,35.0
FryeCh00,00-0023502,qb,qb,0,1,3.0,67.0
JoneCh11,00-0038576,wr,wr,0,1,4.0,131.0
KolaCh00,00-0038046,te,te,0,1,4.0,128.0
WhitCh02,00-0024296,qb,qb,0,1,3.0,81.0
WoerCh00,00-0036429,te,te,0,1,6.0,190.0
PeakCh00,00-0032959,wr,wr,0,1,7.0,241.0
DorsCh20,00-0020396,ot,ol,0,1,7.0,242.0
BrowCh10,00-0038597,rb,rb,0,1,5.0,163.0
ClayCh01,00-0036326,wr,wr,0,1,2.0,49.0
EdmoCh00,00-0034681,rb,rb,0,1,4.0,134.0
LucaCh01,00-0037321,cb,db,1,0,7.0,237.0
RoulCh00,00-0033529,c,ol,0,1,6.0,199.0
SmitCh05,00-0039380,cb,db,1,0,5.0,157.0
GreeCh02,00-0032204,ot,ol,0,1,3.0,91.0
TaylCh01,00-0021314,rb,rb,0,1,6.0,207.0
AwuzCh00,00-0033548,cb,db,1,0,2.0,60.0
OkonCh00,00-0037809,te,te,0,1,4.0,143.0
OkeaCh20,00-0012333,olb,lb,1,0,3.0,89.0
RachCh20,00-0026179,g,ol,0,1,2.0,39.0
DikeCh00,00-0040705,wr,wr,0,1,4.0,103.0
GodwCh00,00-0033921,wr,wr,0,1,3.0,84.0
BakeCh00,00-0021213,te,te,0,1,3.0,88.0
ChamCh00,00-0020446,wr,wr,0,1,2.0,52.0
ColeCh00,00-0019661,wr,wr,0,1,3.0,70.0
ColeCh00,00-0019661,wr,wr,0,1,3.0,70.0
CombCh21,00-0019634,dt,dl,1,0,6.0,173.0
ConlCh00,00-0032128,wr,wr,0,1,3.0,76.0
CookCh99,00-0027649,cb,db,1,0,2.0,34.0
CoolCh00,00-0022738,te,te,0,1,3.0,81.0
DaviCh02,00-0025515,wr,wr,0,1,4.0,128.0
DaviCh24,00-0022020,fb,rb,0,1,5.0,165.0
DeGeCh20,00-0027760,g,ol,0,1,5.0,161.0
EvanCh02,00-0036857,rb,rb,0,1,6.0,202.0
GiveCh00,00-0029614,wr,wr,0,1,4.0,96.0
GragCh00,00-0030049,te,te,0,1,7.0,222.0
GreiCh00,00-0006410,qb,qb,0,1,7.0,239.0
HairCh00,00-0028060,ot,ol,0,1,4.0,122.0
HarpCh00,00-0030077,wr,wr,0,1,4.0,123.0
HenrCh01,00-0025437,rb,rb,0,1,2.0,50.0
HenrCh00,00-0023518,wr,wr,0,1,3.0,83.0
HernCh00,00-0034766,te,te,0,1,4.0,107.0
HousCh99,00-0025428,cb,db,1,0,2.0,41.0
HovaCh20,00-0019696,dt,dl,1,0,1.0,25.0
JohnCh04,00-0026164,rb,rb,0,1,1.0,24.0
JoneCh04,00-0030106,dt,dl,1,0,6.0,198.0
KemoCh20,00-0023362,g,ol,0,1,6.0,204.0
KupeCh20,00-0024375,g,ol,0,1,5.0,161.0
LuzaCh00,00-0021090,te,te,0,1,4.0,118.0
McInCh20,00-0019727,ot,ol,0,1,1.0,22.0
MoorCh00,00-0032398,wr,wr,0,1,4.0,107.0
OgboCh00,00-0027140,rb,rb,0,1,7.0,211.0
OlavCh00,00-0037239,wr,wr,0,1,1.0,11.0
PerrCh00,00-0022926,rb,rb,0,1,1.0,26.0
RainCh00,00-0029140,rb,rb,0,1,5.0,159.0
RedmCh00,00-0019709,qb,qb,0,1,3.0,75.0
RodrCh00,00-0038611,rb,rb,0,1,6.0,193.0
RuckCh00,00-0028126,cb,db,1,0,6.0,188.0
ScotCh23,00-0027750,g,ol,0,1,5.0,151.0
SimmCh00,00-0022005,qb,qb,0,1,3.0,97.0
SneeCh20,00-0022838,g,ol,0,1,2.0,34.0
SpenCh21,00-0023461,c,ol,0,1,1.0,26.0
TerrCh20,00-0016183,ot,ol,0,1,2.0,34.0
WellCh00,00-0027007,rb,rb,0,1,1.0,31.0
WilcCh00,00-0036667,cb,db,1,0,7.0,251.0
BarmCh00,00-0036981,dt,dl,1,0,2.0,38.0
DarrCh00,00-0036616,ot,ol,0,1,1.0,23.0
GonzCh00,00-0039147,cb,db,1,0,1.0,17.0
HackCh01,00-0032953,qb,qb,0,1,2.0,51.0
HarrCh06,00-0037823,lb,lb,1,0,3.0,75.0
HaynCh00,00-0039839,g,ol,0,1,3.0,81.0
JoneCh12,00-0039382,ot,ol,0,1,5.0,162.0
KirkCh01,00-0034775,wr,wr,0,1,2.0,47.0
KirkCh00,00-0031361,olb,lb,1,0,3.0,71.0
MahoCh00,00-0039408,g,ol,0,1,6.0,210.0
McCaCh01,00-0033280,rb,rb,0,1,1.0,8.0
PondCh00,00-0027950,qb,qb,0,1,1.0,12.0
WatsCh00,00-0038124,wr,wr,0,1,2.0,34.0
WestCh02,00-0033039,g,ol,0,1,5.0,161.0
MichCh00,00-0030432,rb,rb,0,1,2.0,62.0
CarsCh00,00-0033594,rb,rb,0,1,7.0,249.0
ThomCh03,00-0030404,rb,rb,0,1,5.0,154.0
HubbCh01,00-0036555,rb,rb,0,1,4.0,126.0
ClarCh00,00-0033294,db,db,1,0,6.0,186.0
OkobCh20,00-0020255,c,ol,0,1,5.0,146.0
OkorCh00,00-0034768,ot,ol,0,1,3.0,92.0
EdogCh00,00-0035698,ot,ol,0,1,3.0,92.0
MoorCl00,00-0022826,wr,wr,0,1,6.0,199.0
PhilCl00,00-0038568,cb,db,1,0,4.0,113.0
TerrCl20,00-0023568,g,ol,0,1,4.0,134.0
HarbCl00,00-0027725,te,te,0,1,4.0,125.0
JohnCl00,00-0036432,lb,lb,1,0,7.0,234.0
MattCl99,00-0027002,olb,lb,1,0,1.0,26.0
ThorCl00,00-0035283,qb,qb,0,1,5.0,167.0
TuneCl00,00-0038582,qb,qb,0,1,5.0,139.0
HuntCl20,00-0007929,dt,dl,1,0,3.0,94.0
RussCl00,00-0021212,wr,wr,0,1,3.0,87.0
RyanCl99,00-0025541,dt,dl,1,0,5.0,154.0
BoliCl00,00-0028039,g,ol,0,1,4.0,101.0
WalfCl00,00-0032256,te,te,0,1,3.0,68.0
EdwaCl00,00-0036360,rb,rb,0,1,1.0,32.0
HamiCo00,00-0030290,wr,wr,0,1,6.0,197.0
BryaCo01,00-0038136,cb,db,1,0,4.0,109.0
FleeCo00,00-0029697,te,te,0,1,2.0,34.0
BartCo00,00-0035672,lb,lb,1,0,3.0,88.0
CoreCo00,00-0032795,wr,wr,0,1,6.0,199.0
FordCo00,00-0035238,ot,ol,0,1,2.0,38.0
KessCo00,00-0033104,qb,qb,0,1,3.0,93.0
LatiCo00,00-0031344,wr,wr,0,1,2.0,56.0
LindCo00,00-0040228,lb,lb,1,0,7.0,222.0
PickCo00,00-0022731,qb,qb,0,1,7.0,217.0
SimoCo01,00-0040645,lb,lb,1,0,4.0,115.0
WallCo20,00-0026247,c,ol,0,1,4.0,107.0
WhitCo03,00-0032768,g,ol,0,1,2.0,56.0
GossCo00,00-0034165,g,ol,0,1,6.0,213.0
ParkCo02,00-0036244,te,te,0,1,4.0,133.0
KmetCo00,00-0036290,te,te,0,1,2.0,43.0
ToneCo00,00-0032787,ot,ol,0,1,5.0,170.0
TurnCo00,00-0037078,te,te,0,1,5.0,149.0
KaepCo00,00-0027974,qb,qb,0,1,2.0,36.0
JohnCo01,00-0036254,wr,wr,0,1,5.0,165.0
OlivCo00,00-0040012,lb,lb,1,0,5.0,159.0
LoveCo00,00-0040126,te,te,0,1,1.0,10.0
McCoCo00,00-0027688,qb,qb,0,1,3.0,85.0
CookCo00,00-0032893,qb,qb,0,1,4.0,100.0
HeywCo00,00-0037304,te,te,0,1,6.0,208.0
McGoCo00,00-0033011,g,ol,0,1,5.0,144.0
McDeCo00,00-0033300,ot,ol,0,1,6.0,211.0
BeebCo00,00-0039348,g,ol,0,1,3.0,73.0
CarlCo20,00-0019632,g,ol,0,1,4.0,112.0
DeJeCo00,00-0039841,cb,db,1,0,2.0,40.0
KuppCo00,00-0033908,wr,wr,0,1,3.0,69.0
FlotCo00,00-0037758,cb,db,1,0,3.0,81.0
TankCo00,00-0033462,cb,db,1,0,3.0,97.0
ClarCo21,00-0026374,ot,ol,0,1,7.0,234.0
ColeCo00,00-0032966,wr,wr,0,1,1.0,15.0
DaviCo03,00-0033871,wr,wr,0,1,1.0,5.0
FullCo00,00-0030095,wr,wr,0,1,6.0,171.0
HillCo21,00-0025596,ot,ol,0,1,6.0,209.0
LinsCo00,00-0031019,c,ol,0,1,5.0,161.0
LiugCo00,00-0027956,dt,dl,1,0,1.0,18.0
RobiCo00,00-0031627,ot,ol,0,1,7.0,240.0
WebsCo20,00-0023478,cb,db,1,0,2.0,43.0
WillCo21,00-0022906,dt,dl,1,0,6.0,179.0
EldeCo00,00-0033289,cb,db,1,0,5.0,152.0
IngrCo00,00-0026917,te,te,0,1,5.0,153.0
JohnCo02,00-0039437,wr,wr,0,1,7.0,253.0
PoweCo00,00-0036647,wr,wr,0,1,5.0,181.0
BuckCo00,00-0020270,rb,rb,0,1,4.0,121.0
IrviCo99,00-0027065,dt,dl,1,0,3.0,93.0
BoydCo01,00-0026378,rb,rb,0,1,7.0,238.0
TricCo00,00-0038639,cb,db,1,0,7.0,241.0
ColeCo21,00-0019704,g,ol,0,1,2.0,51.0
SensCo00,00-0029529,cb,db,1,0,4.0,115.0
SuttCo00,00-0034348,wr,wr,0,1,2.0,40.0
AndeCo00,00-0022704,te,te,0,1,7.0,245.0
RobyCo00,00-0023503,wr,wr,0,1,3.0,68.0
TaylCo00,00-0025584,wr,wr,0,1,6.0,197.0
KrenCr00,00-0022818,qb,qb,0,1,5.0,148.0
MageCr00,00-0032106,cb,db,1,0,3.0,83.0
StevCr00,00-0026225,te,te,0,1,3.0,85.0
TerrCr20,00-0022692,dt,dl,1,0,6.0,189.0
YeasCr00,00-0018382,wr,wr,0,1,4.0,98.0
HumpCr00,00-0036623,c,ol,0,1,2.0,63.0
ButlCr99,00-0027763,cb,db,1,0,5.0,164.0
GillCr00,00-0030992,te,te,0,1,3.0,99.0
KeatCu00,00-0019466,rb,rb,0,1,4.0,97.0
PainCu00,00-0027134,qb,qb,0,1,6.0,201.0
SamuCu00,00-0033282,wr,wr,0,1,2.0,40.0
RichCy00,00-0031311,g,ol,0,1,5.0,153.0
GrayCy00,00-0029298,rb,rb,0,1,6.0,182.0
JoneCy00,00-0032390,cb,db,1,0,2.0,60.0
KouaCy00,00-0031335,ot,ol,0,1,2.0,44.0
FergDB20,00-0024219,ot,ol,0,1,1.0,4.0
SmitDJ00,00-0032271,cb,db,1,0,3.0,65.0
JackDM00,00-0037271,lb,lb,1,0,5.0,161.0
ForeDO00,00-0033925,rb,rb,0,1,3.0,89.0
BateDW00,00-0000869,wr,wr,0,1,3.0,71.0
SwifDA00,00-0036275,rb,rb,0,1,2.0,35.0
JeffD.00,00-0030291,te,te,0,1,7.0,219.0
CharDJ00,00-0034777,wr,wr,0,1,2.0,61.0
DaviDJ00,00-0037260,dt,dl,1,0,5.0,147.0
HackD.00,00-0022701,wr,wr,0,1,5.0,157.0
HumpD.00,00-0032222,ot,ol,0,1,1.0,24.0
JoneD.01,00-0033297,dt,dl,1,0,6.0,198.0
MoorD.00,00-0034827,wr,wr,0,1,1.0,24.0
MoorDJ99,00-0026907,cb,db,1,0,4.0,119.0
ReedD.00,00-0034384,cb,db,1,0,5.0,142.0
WhitD.00,00-0032788,cb,db,1,0,6.0,178.0
WillD.00,00-0028079,te,te,0,1,5.0,141.0
MetcDK00,00-0035640,wr,wr,0,1,2.0,64.0
GiddDJ00,00-0040179,rb,rb,0,1,5.0,151.0
JameDJ00,00-0039800,cb,db,1,0,6.0,192.0
TurnDJ01,00-0038549,cb,db,1,0,2.0,60.0
EskrDW00,00-0036620,wr,wr,0,1,2.0,56.0
ScotDa01,00-0028159,rb,rb,0,1,7.0,221.0
BrowDa03,00-0031960,wr,wr,0,1,7.0,233.0
HardDa02,00-0039883,cb,db,1,0,6.0,219.0
HamiDa01,00-0034370,wr,wr,0,1,4.0,113.0
HenlDa00,00-0038553,lb,lb,1,0,3.0,85.0
PresDa01,00-0033077,qb,qb,0,1,4.0,135.0
AlleDa01,00-0035670,lb,lb,1,0,7.0,251.0
DoziDa00,00-0031017,g,ol,0,1,4.0,137.0
StewDa20,00-0020538,dt,dl,1,0,6.0,171.0
BakeDa01,00-0025614,wr,wr,0,1,7.0,227.0
ClarDa00,00-0022165,te,te,0,1,1.0,24.0
GoedDa00,00-0034351,te,te,0,1,2.0,49.0
KeenDa00,00-0036225,te,te,0,1,3.0,101.0
KincDa00,00-0038933,te,te,0,1,1.0,25.0
SchuDa00,00-0034383,te,te,0,1,4.0,137.0
CookDa01,00-0033893,rb,rb,0,1,2.0,41.0
WillDa15,00-0037984,cb,db,1,0,4.0,141.0
DougDa00,00-0004463,wr,wr,0,1,4.0,102.0
PierDa01,00-0037258,rb,rb,0,1,4.0,107.0
SwanDa02,00-0031949,cb,db,1,0,5.0,167.0
WillDa04,00-0027893,wr,wr,0,1,3.0,77.0
HarrDa06,00-0035657,rb,rb,0,1,3.0,87.0
MartDa02,00-0040651,rb,rb,0,1,7.0,223.0
McInDa20,00-0019664,ot,ol,0,1,3.0,83.0
LewiDa20,00-0020491,dt,dl,1,0,1.0,12.0
ArneDa00,00-0036359,cb,db,1,0,1.0,19.0
WheeDa20,00-0019678,cb,db,1,0,6.0,203.0
ClarDa02,00-0037281,lb,lb,1,0,5.0,176.0
BuenDa20,00-0023542,g,ol,0,1,4.0,107.0
CampDa00,00-0002565,te,te,0,1,3.0,79.0
CurlDa20,00-0022015,te,te,0,1,5.0,148.0
FeenDa00,00-0033910,g,ol,0,1,3.0,71.0
GronDa00,00-0027157,te,te,0,1,7.0,255.0
HerrDa00,00-0029588,rb,rb,0,1,6.0,191.0
KoppDa20,00-0022019,c,ol,0,1,5.0,164.0
LeFeDa00,00-0027605,qb,qb,0,1,6.0,181.0
MoorDa05,00-0036869,ot,ol,0,1,4.0,128.0
OLeaDa20,00-0020326,te,te,0,1,6.0,195.0
OrloDa00,00-0023578,qb,qb,0,1,5.0,145.0
SantDa20,00-0025617,g,ol,0,1,7.0,230.0
WillDa99,00-0027877,dt,dl,1,0,1.0,26.0
JackDa02,00-0036166,cb,db,1,0,7.0,239.0
BellDa00,00-0038115,te,te,0,1,4.0,112.0
BravDa00,00-0032801,wr,wr,0,1,7.0,230.0
GrahDa00,00-0021154,te,te,0,1,1.0,21.0
HardDa00,00-0028176,te,te,0,1,7.0,238.0
JoneDa05,00-0035710,qb,qb,0,1,1.0,6.0
LascDa00,00-0032804,rb,rb,0,1,7.0,237.0
LopeDa20,00-0023583,ot,ol,0,1,5.0,150.0
McCuDa00,00-0031193,dt,dl,1,0,6.0,215.0
ThomDa03,00-0028000,rb,rb,0,1,2.0,62.0
CoalDa00,00-0029633,wr,wr,0,1,5.0,152.0
EtliDa00,00-0034423,qb,qb,0,1,7.0,219.0
GrayDa02,00-0037828,wr,wr,0,1,3.0,105.0
IsidDa00,00-0033960,g,ol,0,1,5.0,180.0
ShelDa01,00-0032143,dt,dl,1,0,1.0,12.0
StutDa00,00-0040155,lb,lb,1,0,4.0,112.0
WatkDa00,00-0027961,g,ol,0,1,1.0,23.0
PettDa00,00-0034860,wr,wr,0,1,2.0,44.0
RidgDa00,00-0023625,wr,wr,0,1,6.0,192.0
RosaDa00,00-0025542,te,te,0,1,5.0,155.0
JackDa01,00-0033049,rb,rb,0,1,6.0,216.0
MuasDa00,00-0039829,lb,lb,1,0,6.0,183.0
PhilDa02,00-0034683,cb,db,1,0,5.0,170.0
PhilDa01,00-0032116,dt,dl,1,0,6.0,192.0
RushDa00,00-0038388,cb,db,1,0,5.0,138.0
SlayDa00,00-0030062,cb,db,1,0,2.0,36.0
SlayDa01,00-0035535,wr,wr,0,1,5.0,171.0
HolmDa01,00-0036394,cb,db,1,0,4.0,110.0
AlfoDa20,00-0019677,ot,ol,0,1,6.0,188.0
McDoDa00,00-0010796,wr,wr,0,1,7.0,240.0
MoonDa00,00-0036309,wr,wr,0,1,5.0,173.0
WashDa03,00-0038558,te,te,0,1,3.0,93.0
WrigDa00,00-0038932,ot,ol,0,1,1.0,10.0
HendDa00,00-0035664,rb,rb,0,1,3.0,70.0
JackDa00,00-0019663,wr,wr,0,1,3.0,80.0
LuteDa00,00-0038594,cb,db,1,0,5.0,155.0
ShroDa20,00-0023673,dt,dl,1,0,7.0,241.0
HallDa03,00-0036956,cb,db,1,0,4.0,108.0
McFaDa00,00-0026144,rb,rb,0,1,1.0,4.0
SproDa00,00-0023564,rb,rb,0,1,4.0,130.0
WillDa21,00-0023491,cb,db,1,0,2.0,56.0
BeavDa00,00-0037285,lb,lb,1,0,6.0,182.0
ChiaDa00,00-0002942,wr,wr,0,1,5.0,148.0
HeywDa00,00-0026983,wr,wr,0,1,1.0,7.0
RichDa97,00-0027151,dt,dl,1,0,7.0,234.0
EvanDa02,00-0036297,rb,rb,0,1,3.0,93.0
SmitDa24,00-0022839,olb,lb,1,0,2.0,39.0
WillDa06,00-0031567,ot,ol,0,1,4.0,102.0
WorlDa00,00-0032891,cb,db,1,0,3.0,77.0
CulpDa00,00-0003739,qb,qb,0,1,1.0,11.0
AdamDa01,00-0031381,wr,wr,0,1,2.0,53.0
RagoDa00,00-0022091,qb,qb,0,1,3.0,88.0
StacDa00,00-0019598,te,te,0,1,5.0,141.0
AndeDa01,00-0024465,wr,wr,0,1,7.0,251.0
ArkiDa00,00-0028048,g,ol,0,1,4.0,110.0
AusbDa00,00-0028179,te,te,0,1,7.0,241.0
BakhDa00,00-0030074,ot,ol,0,1,4.0,109.0
BarrDa22,00-0019469,cb,db,1,0,4.0,102.0
BellDa02,00-0037257,wr,wr,0,1,3.0,99.0
BostDa00,00-0001532,wr,wr,0,1,1.0,8.0
CarrDa00,00-0020608,qb,qb,0,1,1.0,1.0
ClowDa00,00-0025544,wr,wr,0,1,5.0,157.0
CobbDa00,00-0032133,rb,rb,0,1,5.0,138.0
DeCaDa00,00-0029678,g,ol,0,1,1.0,24.0
DiehDa21,00-0021922,g,ol,0,1,5.0,160.0
EdwaDa01,00-0035668,ot,ol,0,1,5.0,169.0
FaleDa00,00-0031076,qb,qb,0,1,6.0,183.0
GarrDa00,00-0021231,qb,qb,0,1,4.0,108.0
GettDa00,00-0027795,wr,wr,0,1,6.0,198.0
GiveDa00,00-0021353,wr,wr,0,1,7.0,253.0
IronDa99,00-0025581,cb,db,1,0,6.0,194.0
JohnDa08,00-0032187,rb,rb,0,1,3.0,86.0
LoveDa20,00-0010105,g,ol,0,1,3.0,90.0
MolkDa00,00-0029203,c,ol,0,1,7.0,226.0
MontDa01,00-0035685,rb,rb,0,1,3.0,73.0
MorgDa01,00-0032430,te,te,0,1,6.0,188.0
NjokDa00,00-0033885,te,te,0,1,1.0,29.0
ParrDa00,00-0031592,dt,dl,1,0,5.0,151.0
PaulDa01,00-0029218,te,te,0,1,7.0,240.0
QuesDa00,00-0030097,ot,ol,0,1,6.0,176.0
ReedDa00,00-0027755,wr,wr,0,1,5.0,156.0
SharDa02,00-0033946,ot,ol,0,1,4.0,129.0
StewDa21,00-0023548,ot,ol,0,1,4.0,113.0
TerrDa00,00-0020513,wr,wr,0,1,1.0,8.0
ThomDa02,00-0024301,te,te,0,1,3.0,86.0
ThorDa20,00-0021230,olb,lb,1,0,4.0,106.0
WilsDa01,00-0029251,rb,rb,0,1,1.0,32.0
YankDa00,00-0031069,g,ol,0,1,5.0,145.0
JoseDa20,00-0024238,g,ol,0,1,1.0,23.0
TaylDa01,00-0036393,lb,lb,1,0,3.0,103.0
AlleDa02,00-0039074,te,te,0,1,5.0,175.0
MillDa02,00-0036898,qb,qb,0,1,3.0,67.0
TullDa00,00-0031946,olb,lb,1,0,5.0,148.0
WebbDa00,00-0033550,qb,qb,0,1,3.0,87.0
NixoDa00,00-0036558,dt,dl,1,0,5.0,158.0
DrewDa00,00-0026915,te,te,0,1,5.0,149.0
GodcDa00,00-0033860,dt,dl,1,0,5.0,178.0
HarrDa05,00-0034388,cb,db,1,0,5.0,151.0
JoneDa07,00-0039014,ot,ol,0,1,4.0,111.0
KnoxDa00,00-0035689,te,te,0,1,3.0,96.0
MilnDa00,00-0036671,wr,wr,0,1,7.0,258.0
NewsDa00,00-0036907,wr,wr,0,1,6.0,221.0
HendDe01,00-0033581,rb,rb,0,1,6.0,203.0
ThomDe05,00-0031060,wr,wr,0,1,4.0,124.0
ParkDe00,00-0012556,rb,rb,0,1,5.0,159.0
CampDe00,00-0032401,olb,lb,1,0,4.0,115.0
CobbDe00,00-0023634,rb,rb,0,1,6.0,201.0
LevyDe99,00-0027050,olb,lb,1,0,3.0,76.0
SmelDe00,00-0032064,wr,wr,0,1,4.0,132.0
WashDe00,00-0032940,rb,rb,0,1,5.0,143.0
WrigDe99,00-0026938,cb,db,1,0,6.0,200.0
WillDe02,00-0024242,rb,rb,0,1,1.0,27.0
YancDe00,00-0033291,wr,wr,0,1,5.0,175.0
TribDe99,00-0026332,cb,db,1,0,6.0,192.0
MurrDe00,00-0028009,rb,rb,0,1,3.0,71.0
SampDe00,00-0028187,wr,wr,0,1,7.0,249.0
AyerDe00,00-0032365,wr,wr,0,1,7.0,229.0
LoveDe00,00-0028106,ot,ol,0,1,6.0,168.0
WareDe99,00-0023445,olb,lb,1,0,1.0,11.0
PresDe99,00-0026284,dt,dl,1,0,5.0,144.0
OverDe00,00-0038556,lb,lb,1,0,3.0,90.0
MenzDe00,00-0029541,cb,db,1,0,5.0,146.0
JackDe00,00-0026189,wr,wr,0,1,2.0,49.0
FostDe00,00-0021164,rb,rb,0,1,2.0,34.0
