rusher_player_id,season,rushing_epa,rush_attempts,epa_per_rush,epa_per_rush_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0003136,1999,-2.159326778782997,35.0,-0.06169505082237134,0.0,1,1,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003136,2000,-4.392262056237087,22.0,-0.19964827528350393,-0.06169505082237134,0,2,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003136,2002,-10.310706547733002,49.0,-0.21042258260679594,0.5678916479394372,0,4,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003136,2003,2.838741810439388,27.0,0.10513858557182917,-0.21042258260679594,0,5,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003136,2004,6.060002471407643,21.0,0.2885715462575068,0.10513858557182917,0,6,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003136,2005,-9.141411329444963,24.0,-0.3808921387268735,0.2885715462575068,0,7,2.0,54.0,205.0,70.0,,,,4.56,,,,,4.16,38.5,117.0,17.0,00-0003136,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0003271,1999,-33.46318697415675,132.0,-0.25350899222846024,0.0,1,1,5.0,134.0,207.0,70.0,,,,4.51,,,,,,33.0,117.0,17.0,00-0003271,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0004200,1999,-4.537320409086533,28.0,-0.16204715746737616,0.0,1,1,7.0,233.0,203.0,70.0,,,,4.67,,,,,4.15,31.0,116.0,20.0,00-0004200,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0004200,2000,-5.416924279769591,30.0,-0.18056414265898638,-0.16204715746737616,0,2,7.0,233.0,203.0,70.0,,,,4.67,,,,,4.15,31.0,116.0,20.0,00-0004200,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0005091,1999,-19.213721479871307,67.0,-0.2867719623861389,0.0,1,1,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2000,-28.714734697195418,166.0,-0.17298032950117723,-0.2867719623861389,0,2,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2001,-0.6030948165799312,41.0,-0.01470962967268125,-0.17298032950117723,0,3,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2002,4.083305880311256,53.0,0.07704350717568408,-0.01470962967268125,0,4,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2003,-33.428609878621955,178.0,-0.18780117909338176,0.07704350717568408,0,5,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2004,5.7251206584745695,54.0,0.10602075293471425,-0.18780117909338176,0,6,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2005,-16.375346775373487,51.0,-0.3210852308896762,0.10602075293471425,0,7,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2006,-1.0152621239540165,25.0,-0.04061048495816066,-0.3210852308896762,0,8,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2007,-2.1930932013783604,63.0,-0.034811003196481914,-0.04061048495816066,0,9,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2008,16.260652404858263,84.0,0.1935791952959317,-0.034811003196481914,0,10,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005091,2009,3.840625631042222,62.0,0.06194557469422939,0.1935791952959317,0,11,2.0,46.0,202.0,68.0,,,,4.57,,,,,4.09,34.0,114.0,,00-0005091,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0005816,1999,-12.421103723230098,277.0,-0.04484152968675126,0.0,1,1,4.0,127.0,218.0,71.0,,,,4.71,,1.6,,7.15,4.13,34.0,116.0,22.0,00-0005816,rb,0,0,1,1,1,0,1,0,1,0,0,0,0,0
00-0005816,2001,3.196216113516131,57.0,0.056073966903791767,0.02099630683682128,0,3,4.0,127.0,218.0,71.0,,,,4.71,,1.6,,7.15,4.13,34.0,116.0,22.0,00-0005816,rb,0,0,1,1,1,0,1,0,1,0,0,0,0,0
00-0005816,2002,-4.76087006919092,37.0,-0.12867216403218704,0.056073966903791767,0,4,4.0,127.0,218.0,71.0,,,,4.71,,1.6,,7.15,4.13,34.0,116.0,22.0,00-0005816,rb,0,0,1,1,1,0,1,0,1,0,0,0,0,0
00-0005816,2003,-20.649617956398288,113.0,-0.1827399819150291,-0.12867216403218704,0,5,4.0,127.0,218.0,71.0,,,,4.71,,1.6,,7.15,4.13,34.0,116.0,22.0,00-0005816,rb,0,0,1,1,1,0,1,0,1,0,0,0,0,0
00-0008046,1999,-4.8221965543634715,36.0,-0.1339499042878742,0.0,1,1,4.0,103.0,226.0,71.0,,,,4.58,,,,,,35.0,117.0,20.0,00-0008046,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0008241,1999,-26.511749391180803,370.0,-0.07165337673292109,0.0,1,1,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2000,-6.415331241755585,389.0,-0.01649185409191667,-0.07165337673292109,0,2,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2001,-0.46205654444165456,152.0,-0.0030398456871161485,-0.01649185409191667,0,3,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2002,-31.717725257542988,278.0,-0.11409253689763664,-0.0030398456871161485,0,4,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2003,-8.57008310005767,309.0,-0.027734896763940677,-0.11409253689763664,0,5,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2004,10.423602937904318,335.0,0.031115232650460654,-0.027734896763940677,0,6,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2005,14.228470363903723,360.0,0.039523528788621455,0.031115232650460654,0,7,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2006,-43.833775591144864,337.0,-0.1300705507155634,0.039523528788621455,0,8,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2007,-15.21619645502501,324.0,-0.046963569305632745,-0.1300705507155634,0,9,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2008,-13.101642784278505,134.0,-0.0977734536140187,-0.046963569305632745,0,10,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008241,2009,-3.5905857585603376,46.0,-0.07805621214261603,-0.0977734536140187,0,11,1.0,4.0,219.0,72.0,,,,4.38,,,,,3.88,,,,00-0008241,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0008529,1999,-24.607935524380707,164.0,-0.1500483873437848,0.0,1,1,2.0,39.0,240.0,73.0,,,,4.71,,,,,4.19,,,16.0,00-0008529,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,0
00-0008529,2000,-3.3382719109585377,50.0,-0.06676543821917075,-0.1500483873437848,0,2,2.0,39.0,240.0,73.0,,,,4.71,,,,,4.19,,,16.0,00-0008529,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,0
00-0011506,1999,-22.511564266678644,116.0,-0.19406520919550554,0.0,1,1,2.0,49.0,230.0,70.0,,,,4.63,,,,,4.22,,,,00-0011506,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0012556,1999,4.465743104286958,36.0,0.12404841956352662,0.0,1,1,5.0,159.0,185.0,70.0,,,,4.49,,,,,4.16,41.5,120.0,13.0,00-0012556,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0017915,1999,-56.93465342602576,253.0,-0.22503815583409392,0.0,1,1,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2000,-19.939725200991628,248.0,-0.08040211774593399,-0.22503815583409392,0,2,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2001,-49.95837386030321,314.0,-0.1591031014659338,-0.08040211774593399,0,3,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2002,-12.885593906520917,383.0,-0.03364384831989795,-0.1591031014659338,0,4,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2003,-58.54449877790035,392.0,-0.14934821116811314,-0.03364384831989795,0,5,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2005,-1.859992210584206,168.0,-0.011071382205858368,-0.14934821116811314,0,6,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2008,-17.532380314417843,161.0,-0.10889677213924126,-0.49625955483255285,0,8,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2009,7.9902943567204545,242.0,0.033017745275704356,-0.10889677213924126,0,9,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2010,-14.59078730734066,159.0,-0.0917659579078029,0.033017745275704356,0,10,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0017915,2011,-11.81121039166351,108.0,-0.10936305918206954,-0.0917659579078029,0,11,1.0,5.0,230.0,70.0,,,,4.56,,,,,,37.0,124.0,,00-0017915,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0018501,2001,-3.4274167950741568,85.0,-0.0403225505302842,0.03057387095803506,0,3,3.0,95.0,205.0,68.0,,,,4.53,,,,,4.09,,,,00-0018501,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0018501,2002,-24.61571500905925,194.0,-0.12688512891267656,-0.0403225505302842,0,4,3.0,95.0,205.0,68.0,,,,4.53,,,,,4.09,,,,00-0018501,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0018501,2003,-25.93670021697328,132.0,-0.1964901531588885,-0.12688512891267656,0,5,3.0,95.0,205.0,68.0,,,,4.53,,,,,4.09,,,,00-0018501,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0018501,2004,-15.00098664349229,112.0,-0.13393738074546688,-0.1964901531588885,0,6,3.0,95.0,205.0,68.0,,,,4.53,,,,,4.09,,,,00-0018501,rb,0,0,1,1,1,0,1,1,1,1,0,1,1,1
00-0018971,2000,-2.1326078080455773,20.0,-0.10663039040227887,0.0,1,1,7.0,243.0,205.0,68.0,,,,4.6,,,,,4.14,35.0,111.0,13.0,00-0018971,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019471,2000,-9.034949926096997,49.0,-0.18438673318565302,0.0,1,1,4.0,115.0,223.0,72.0,,,,4.57,,,,,,36.0,117.0,23.0,00-0019471,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0019587,2000,-1.5196466505585704,29.0,-0.052401608639950706,0.0,1,1,4.0,96.0,246.0,72.0,,,,5.0,,,,,4.85,32.5,109.0,19.0,00-0019587,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019590,2000,-3.6346767879731487,36.0,-0.10096324411036524,0.0,1,1,5.0,166.0,191.0,68.0,,,,4.5,,,,,,36.0,121.0,18.0,00-0019590,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0019590,2003,-2.070652721740771,47.0,-0.04405644088810151,-0.5829368197009899,0,3,5.0,166.0,191.0,68.0,,,,4.5,,,,,,36.0,121.0,18.0,00-0019590,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0019609,2000,-29.05488494524284,173.0,-0.16794731182221295,0.0,1,1,3.0,63.0,221.0,71.0,,,,4.5,,,,,4.4,37.0,115.0,23.0,00-0019609,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019610,2001,-8.98263318190584,30.0,-0.299421106063528,0.0,1,1,3.0,81.0,220.0,71.0,,,,4.66,,,,,4.41,30.0,115.0,13.0,00-0019610,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019610,2004,-6.520930746259996,275.0,-0.02371247544094544,-0.26892263035309344,0,4,3.0,81.0,220.0,71.0,,,,4.66,,,,,4.41,30.0,115.0,13.0,00-0019610,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019610,2005,-37.55929455878492,310.0,-0.12115901470575781,-0.02371247544094544,0,5,3.0,81.0,220.0,71.0,,,,4.66,,,,,4.41,30.0,115.0,13.0,00-0019610,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019610,2006,-46.47409818463625,220.0,-0.21124590083925568,-0.12115901470575781,0,6,3.0,81.0,220.0,71.0,,,,4.66,,,,,4.41,30.0,115.0,13.0,00-0019610,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019610,2007,-8.239990049560614,85.0,-0.09694105940659546,-0.21124590083925568,0,7,3.0,81.0,220.0,71.0,,,,4.66,,,,,4.41,30.0,115.0,13.0,00-0019610,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019649,2001,9.86923656598083,78.0,0.12652867392283115,-0.28174590022535995,0,2,1.0,31.0,205.0,71.0,,,,4.41,,,,,,,,18.0,00-0019649,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019649,2003,-1.8491150476329483,142.0,-0.013021936955161607,-0.42272002967279954,0,4,1.0,31.0,205.0,71.0,,,,4.41,,,,,,,,18.0,00-0019649,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2000,-0.6935026524330844,310.0,-0.0022371053304293047,0.0,1,1,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2002,-28.237825217997603,308.0,-0.09168125070778442,-0.0022371053304293047,0,2,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2003,-3.572465636356153,388.0,-0.009207385660711734,-0.09168125070778442,0,3,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2004,-6.831627450441611,235.0,-0.029070755108262177,-0.009207385660711734,0,4,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2005,-52.56087256963753,269.0,-0.19539357832579007,-0.029070755108262177,0,5,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2006,-41.94266229801864,314.0,-0.13357535763700204,-0.19539357832579007,0,6,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2007,-22.747706892584578,299.0,-0.07607928726616915,-0.13357535763700204,0,7,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2008,-32.2618876825584,279.0,-0.11563400603067528,-0.07607928726616915,0,8,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019693,2009,-21.91375444547639,144.0,-0.15217885031580825,-0.11563400603067528,0,9,1.0,5.0,245.0,71.0,,,,4.58,,,,,,,,23.0,00-0019693,rb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0019712,2001,-12.280081465549301,63.0,-0.19492192802459207,0.0,1,1,3.0,88.0,213.0,70.0,,,,4.56,,,,,4.2,38.5,128.0,16.0,00-0019712,rb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0019722,2000,-18.873934046947397,125.0,-0.15099147237557917,0.0,1,1,3.0,76.0,215.0,71.0,,,,4.48,,,,,,32.5,121.0,,00-0019722,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0019722,2001,-7.527747597805876,35.0,-0.2150785027944536,-0.15099147237557917,0,2,3.0,76.0,215.0,71.0,,,,4.48,,,,,,32.5,121.0,,00-0019722,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0019722,2004,-3.520496739883373,21.0,-0.16764270189920824,-0.1505553796240646,0,5,3.0,76.0,215.0,71.0,,,,4.48,,,,,,32.5,121.0,,00-0019722,rb,0,0,1,1,1,0,1,1,1,1,1,0,0,1
00-0020270,2001,-10.126227398959692,129.0,-0.07849788681364102,0.0,1,1,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2003,-2.391683687084261,126.0,-0.0189816165641608,-0.07849788681364102,0,2,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2006,-9.369266950001474,83.0,-0.11288273433736716,-0.0189816165641608,0,3,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2007,6.339299391460372,62.0,0.1022467643783931,-0.11288273433736716,0,4,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2008,-6.585368026854498,76.0,-0.08664957930071708,0.1022467643783931,0,5,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2009,-0.033791347096973956,120.0,-0.00028159455914144964,-0.08664957930071708,0,6,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020270,2010,-24.040536406973843,59.0,-0.40746671876226853,-0.00028159455914144964,0,7,4.0,121.0,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020315,2003,0.5430533491598912,22.0,0.02468424314363142,-0.15043643415629052,0,2,5.0,150.0,210.0,69.0,,,,4.36,,,,,4.09,35.5,,18.0,00-0020315,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020315,2004,11.379384599166757,118.0,0.09643546270480302,0.02468424314363142,0,3,5.0,150.0,210.0,69.0,,,,4.36,,,,,4.09,35.5,,18.0,00-0020315,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020315,2006,-10.620463858591393,25.0,-0.42481855434365573,-0.11675840744283049,0,5,5.0,150.0,210.0,69.0,,,,4.36,,,,,4.09,35.5,,18.0,00-0020315,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2001,-2.4756977356458583,279.0,-0.008873468586544295,0.0,1,1,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2002,-36.929951973573665,214.0,-0.17256986903539095,-0.008873468586544295,0,2,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2003,-4.442112415187502,244.0,-0.018205378750768452,-0.17256986903539095,0,3,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2004,-24.25107482256055,122.0,-0.1987793018242668,-0.018205378750768452,0,4,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2005,-12.471754395060374,43.0,-0.290040799885125,-0.1987793018242668,0,5,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2006,-25.799293223510514,107.0,-0.2411148899393506,-0.290040799885125,0,6,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020403,2007,-8.458718185066472,36.0,-0.2349643940296242,-0.2411148899393506,0,7,2.0,38.0,221.0,74.0,,,,4.58,,,,,4.44,32.5,,20.0,00-0020403,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2003,3.789441653195245,214.0,0.017707671276613296,0.09794885144390936,0,2,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2004,-43.95509683885936,362.0,-0.12142291944436288,0.017707671276613296,0,3,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2005,11.703997460488768,337.0,0.03472996279076786,-0.12142291944436288,0,4,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2006,-25.43086178220154,341.0,-0.0745773072791834,0.03472996279076786,0,5,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2007,-36.81911217383209,171.0,-0.21531644546100637,-0.0745773072791834,0,6,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020407,2008,-13.752875605074223,76.0,-0.1809588895404503,-0.21531644546100637,0,7,4.0,100.0,225.0,70.0,,,,4.57,,,,,4.22,37.5,,24.0,00-0020407,rb,0,0,1,1,1,0,1,1,1,1,0,0,1,0
00-0020430,2001,-35.83399883413222,195.0,-0.1837640965852934,0.0,1,1,3.0,65.0,215.0,70.0,,,,4.55,,,,,,35.0,,,00-0020430,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0020430,2003,-15.976046859740428,102.0,-0.15662791038961205,-0.024242322193458638,0,3,3.0,65.0,215.0,70.0,,,,4.55,,,,,,35.0,,,00-0020430,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0020448,2001,3.131966103224005,59.0,0.05308417124108483,0.0,1,1,3.0,85.0,203.0,70.0,,,,4.44,,,,,,32.0,,9.0,00-0020448,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020448,2002,0.2575427971591844,44.0,0.005853245389981463,0.05308417124108483,0,2,3.0,85.0,203.0,70.0,,,,4.44,,,,,,32.0,,9.0,00-0020448,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020448,2003,-0.06937052516150283,41.0,-0.0016919640283293372,0.005853245389981463,0,3,3.0,85.0,203.0,70.0,,,,4.44,,,,,,32.0,,9.0,00-0020448,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020448,2004,-10.471573249233186,110.0,-0.09519612044757442,-0.0016919640283293372,0,4,3.0,85.0,203.0,70.0,,,,4.44,,,,,,32.0,,9.0,00-0020448,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020462,2001,15.297672144223595,39.0,0.3922480036980409,0.0,1,1,2.0,49.0,230.0,70.0,,,,4.57,,,,,,37.0,,24.0,00-0020462,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020462,2002,-18.196669935970615,84.0,-0.21662702304726922,0.3922480036980409,0,2,2.0,49.0,230.0,70.0,,,,4.57,,,,,,37.0,,24.0,00-0020462,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020462,2003,1.810443556767936,46.0,0.03935746862538991,-0.21662702304726922,0,3,2.0,49.0,230.0,70.0,,,,4.57,,,,,,37.0,,24.0,00-0020462,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0020462,2004,7.873081831353615,94.0,0.08375618969525123,0.03935746862538991,0,4,2.0,49.0,230.0,70.0,,,,4.57,,,,,,37.0,,24.0,00-0020462,rb,0,0,1,1,1,0,1,1,1,1,1,0,1,0
