receiver_player_id,season,receiving_epa,targets,epa_per_target,epa_per_target_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0030564,2013,14.04005694634759,91,0.15428634006975375,0.0,1,1,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2013,14.04005694634759,91,0.15428634006975375,0.0,1,1,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2013,14.04005694634759,91,0.15428634006975375,0.0,1,1,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2013,14.04005694634759,91,0.15428634006975375,0.0,1,1,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2014,36.47343670014946,127,0.2871924149618068,0.15428634006975375,0,2,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2014,36.47343670014946,127,0.2871924149618068,0.15428634006975375,0,2,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2014,36.47343670014946,127,0.2871924149618068,0.15428634006975375,0,2,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2014,36.47343670014946,127,0.2871924149618068,0.15428634006975375,0,2,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2015,63.97902190718098,193,0.3314975228351346,0.2871924149618068,0,3,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2015,63.97902190718098,193,0.3314975228351346,0.2871924149618068,0,3,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2015,63.97902190718098,193,0.3314975228351346,0.2871924149618068,0,3,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2015,63.97902190718098,193,0.3314975228351346,0.2871924149618068,0,3,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2016,-2.1494580015036684,151,-0.014234821202011048,0.3314975228351346,0,4,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2016,-2.1494580015036684,151,-0.014234821202011048,0.3314975228351346,0,4,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2016,-2.1494580015036684,151,-0.014234821202011048,0.3314975228351346,0,4,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2016,-2.1494580015036684,151,-0.014234821202011048,0.3314975228351346,0,4,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2017,36.82187725179174,175,0.21041072715309567,-0.014234821202011048,0,5,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2017,36.82187725179174,175,0.21041072715309567,-0.014234821202011048,0,5,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2017,36.82187725179174,175,0.21041072715309567,-0.014234821202011048,0,5,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2017,36.82187725179174,175,0.21041072715309567,-0.014234821202011048,0,5,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2018,76.18711758378704,163,0.46740562934838675,0.21041072715309567,0,6,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2018,76.18711758378704,163,0.46740562934838675,0.21041072715309567,0,6,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2018,76.18711758378704,163,0.46740562934838675,0.21041072715309567,0,6,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2018,76.18711758378704,163,0.46740562934838675,0.21041072715309567,0,6,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2019,59.909036032297436,151,0.39674858299534727,0.46740562934838675,0,7,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2019,59.909036032297436,151,0.39674858299534727,0.46740562934838675,0,7,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2019,59.909036032297436,151,0.39674858299534727,0.46740562934838675,0,7,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2019,59.909036032297436,151,0.39674858299534727,0.46740562934838675,0,7,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2020,52.76243513266094,161,0.3277169884016207,0.39674858299534727,0,8,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2020,52.76243513266094,161,0.3277169884016207,0.39674858299534727,0,8,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2020,52.76243513266094,161,0.3277169884016207,0.39674858299534727,0,8,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2020,52.76243513266094,161,0.3277169884016207,0.39674858299534727,0,8,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2021,42.37796969614686,64,0.6621557765022947,0.3277169884016207,0,9,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2021,42.37796969614686,64,0.6621557765022947,0.3277169884016207,0,9,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2021,42.37796969614686,64,0.6621557765022947,0.3277169884016207,0,9,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2021,42.37796969614686,64,0.6621557765022947,0.3277169884016207,0,9,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2022,6.771717956061473,98,0.06909916281695382,0.6621557765022947,0,10,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2022,6.771717956061473,98,0.06909916281695382,0.6621557765022947,0,10,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2022,6.771717956061473,98,0.06909916281695382,0.6621557765022947,0,10,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2022,6.771717956061473,98,0.06909916281695382,0.6621557765022947,0,10,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2023,19.165303081635933,137,0.13989272322361995,0.06909916281695382,0,11,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2023,19.165303081635933,137,0.13989272322361995,0.06909916281695382,0,11,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2023,19.165303081635933,137,0.13989272322361995,0.06909916281695382,0,11,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2023,19.165303081635933,137,0.13989272322361995,0.06909916281695382,0,11,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2024,19.209225964236232,80,0.2401153245529529,0.13989272322361995,0,12,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2024,19.209225964236232,80,0.2401153245529529,0.13989272322361995,0,12,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2024,19.209225964236232,80,0.2401153245529529,0.13989272322361995,0,12,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2024,19.209225964236232,80,0.2401153245529529,0.13989272322361995,0,12,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2025,9.447229077659696,39,0.24223664301691528,0.2401153245529529,0,13,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2025,9.447229077659696,39,0.24223664301691528,0.2401153245529529,0,13,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030564,2025,9.447229077659696,39,0.24223664301691528,0.2401153245529529,0,13,1.0,27.0,210.0,73.0,33.375,,10.0,4.57,,1.59,,,4.5,36.0,115.0,15.0,00-0030564,wr,0,0,0,1,0,0,1,0,1,1,0,0,0,0
00-0030564,2025,9.447229077659696,39,0.24223664301691528,0.2401153245529529,0,13,1.0,27.0,210.0,73.0,32.25,,8.75,4.54,11.9,1.54,,6.88,4.21,33.5,121.0,8.0,00-0030564,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0030990,2015,10.488984914503133,40,0.2622246228625783,-0.7955945920645414,0,2,3.0,86.0,206.0,71.0,31.25,,9.375,4.51,,1.53,,,,35.5,116.0,14.0,00-0030990,wr,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0030990,2016,-0.5692117999030462,23,-0.024748339126219397,0.2622246228625783,0,3,3.0,86.0,206.0,71.0,31.25,,9.375,4.51,,1.53,,,,35.5,116.0,14.0,00-0030990,wr,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0030992,2015,15.032761466907747,47,0.31984598865761166,0.05801986816804856,0,2,3.0,99.0,266.0,78.0,33.75,,10.375,4.89,,,,7.42,4.44,33.5,120.0,,00-0030992,te,0,0,0,1,0,0,1,1,1,0,0,0,0,1
00-0031023,2015,6.35293884410735,46,0.13810736617624675,0.0,1,1,6.0,209.0,225.0,74.0,32.625,,9.5,4.45,,1.53,,,,,,19.0,00-0031023,wr,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0031023,2016,5.316869214652212,105,0.050636849663354404,0.13810736617624675,0,2,6.0,209.0,225.0,74.0,32.625,,9.5,4.45,,1.53,,,,,,19.0,00-0031023,wr,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0031023,2018,-2.90414840351346,69,-0.04208910729729652,0.050636849663354404,0,3,6.0,209.0,225.0,74.0,32.625,,9.5,4.45,,1.53,,,,,,19.0,00-0031023,wr,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0031025,2017,6.6755019662104615,27,0.24724081356335043,-0.4742119554430246,0,4,7.0,218.0,191.0,69.0,30.0,,9.75,4.46,11.31,1.53,,6.77,4.01,39.0,122.0,20.0,00-0031025,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031042,2014,11.016631141646835,54,0.20401168780827472,0.0,1,1,2.0,49.0,265.0,77.0,34.0,,9.0,4.74,12.26,,,7.42,4.3,33.0,118.0,28.0,00-0031042,te,0,0,0,1,0,0,0,1,1,0,0,0,0,0
00-0031044,2017,1.8640084467349418,23,0.08104384551021486,-0.6867094265762717,0,4,2.0,52.0,270.0,78.0,34.125,,10.0,,12.19,,,7.57,4.55,32.0,114.0,27.0,00-0031044,te,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0031051,2014,1.4729906921288483,103,0.014300880506105323,0.0,1,1,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2015,44.5260283696281,101,0.4408517660359218,0.014300880506105323,0,2,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2016,-2.0084012340814583,73,-0.027512345672348743,0.4408517660359218,0,3,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2017,-3.6103310080149678,56,-0.06447019657169585,-0.027512345672348743,0,4,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2018,16.295025026528123,98,0.16627576557681759,-0.06447019657169585,0,5,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2019,50.547770424188975,115,0.4395458297755563,0.16627576557681759,0,6,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031051,2020,27.627609191676296,52,0.5313001767630057,0.4395458297755563,0,7,3.0,91.0,178.0,70.0,30.5,,8.5,4.34,11.4,1.5,,6.91,4.12,36.5,119.0,,00-0031051,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031060,2014,1.6381924100863996,31,0.05284491645439999,0.0,1,1,4.0,124.0,176.0,68.0,29.875,,8.125,4.34,11.46,1.58,,6.95,4.23,32.0,124.0,8.0,00-0031060,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031060,2015,-2.993347556307708,24,-0.1247228148461545,0.05284491645439999,0,2,4.0,124.0,176.0,68.0,29.875,,8.125,4.34,11.46,1.58,,6.95,4.23,32.0,124.0,8.0,00-0031060,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031068,2015,-6.19610860134179,42,-0.14752639527004263,-0.5074421650691269,0,2,5.0,142.0,194.0,72.0,31.0,,9.625,4.64,11.63,1.59,,6.68,4.11,35.5,119.0,8.0,00-0031068,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031068,2017,25.57837160308686,65,0.3935134092782594,-0.09303634533790461,0,4,5.0,142.0,194.0,72.0,31.0,,9.625,4.64,11.63,1.59,,6.68,4.11,35.5,119.0,8.0,00-0031068,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031068,2018,10.105562247132184,52,0.19433773552177278,0.3935134092782594,0,5,5.0,142.0,194.0,72.0,31.0,,9.625,4.64,11.63,1.59,,6.68,4.11,35.5,119.0,8.0,00-0031068,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031189,2017,18.495854076436416,50,0.3699170815287283,-0.1274461035648268,0,3,6.0,189.0,190.0,72.0,30.625,,10.0,4.48,11.45,1.53,,6.82,4.27,33.0,119.0,,00-0031189,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031189,2018,10.599776292510796,27,0.3925843071300295,0.3699170815287283,0,4,6.0,189.0,190.0,72.0,30.625,,10.0,4.48,11.45,1.53,,6.82,4.27,33.0,119.0,,00-0031189,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031235,2014,70.1866050578308,130,0.5398969619833138,0.0,1,1,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2015,85.5566076515192,158,0.541497516781767,0.5398969619833138,0,2,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2016,38.2145366230116,169,0.22612151847935857,0.541497516781767,0,3,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2017,6.0398197478133,43,0.14046092436775115,0.22612151847935857,0,4,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2018,31.035721994048323,125,0.2482857759523866,0.14046092436775115,0,5,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2019,3.461329075272002,133,0.026025030641142873,0.2482857759523866,0,6,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2020,2.1501875737073526,43,0.05000436217924076,0.026025030641142873,0,7,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2021,8.331478546044837,83,0.10037925959090165,0.05000436217924076,0,8,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031235,2023,21.680435988978275,64,0.33875681232778554,0.10037925959090165,0,9,1.0,12.0,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2014,19.023769465326726,69,0.2757068038453149,0.0,1,1,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2015,25.67644192783081,129,0.19904218548706054,0.2757068038453149,0,2,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2016,55.069992097686665,117,0.4706836931426211,0.19904218548706054,0,3,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2017,40.72775058225482,115,0.35415435288917235,0.4706836931426211,0,4,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2018,56.79046279721018,117,0.48538857091632637,0.35415435288917235,0,5,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2019,17.609150399231474,73,0.24122123834563663,0.48538857091632637,0,6,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2020,48.26113919501093,119,0.40555579155471366,0.24122123834563663,0,7,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2021,24.50105738538634,134,0.18284371183124135,0.40555579155471366,0,8,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2022,5.043835464450635,93,0.05423478994032941,0.18284371183124135,0,9,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2023,35.82621821005463,82,0.4369051001226174,0.05423478994032941,0,10,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2024,-11.122766286566897,54,-0.20597715345494252,0.4369051001226174,0,11,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031236,2025,16.035737761522906,36,0.44543716004230294,-0.20597715345494252,0,12,1.0,20.0,190.0,70.0,30.75,,9.625,4.33,10.72,1.5,,6.76,3.81,36.0,120.0,16.0,00-0031236,wr,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031257,2014,-3.664410844617029,44,-0.08328206465038702,0.0,1,1,2.0,45.0,180.0,72.0,32.625,,8.875,4.4,,1.54,,7.09,,38.0,124.0,,00-0031257,wr,0,0,0,1,0,0,1,0,1,0,1,0,0,1
00-0031257,2016,12.114731710227483,36,0.33652032528409676,2.652147823537234,0,3,2.0,45.0,180.0,72.0,32.625,,8.875,4.4,,1.54,,7.09,,38.0,124.0,,00-0031257,wr,0,0,0,1,0,0,1,0,1,0,1,0,0,1
00-0031257,2017,27.70854277551599,81,0.34208077500637024,0.33652032528409676,0,4,2.0,45.0,180.0,72.0,32.625,,8.875,4.4,,1.54,,7.09,,38.0,124.0,,00-0031257,wr,0,0,0,1,0,0,1,0,1,0,1,0,0,1
00-0031257,2018,7.824051356466954,35,0.2235443244704844,0.34208077500637024,0,5,2.0,45.0,180.0,72.0,32.625,,8.875,4.4,,1.54,,7.09,,38.0,124.0,,00-0031257,wr,0,0,0,1,0,0,1,0,1,0,1,0,0,1
00-0031257,2019,4.947148083927661,42,0.11778924009351573,0.2235443244704844,0,6,2.0,45.0,180.0,72.0,32.625,,8.875,4.4,,1.54,,7.09,,38.0,124.0,,00-0031257,wr,0,0,0,1,0,0,1,0,1,0,1,0,0,1
00-0031260,2019,-1.1622487553977414,28,-0.04150888412134791,0.11893685335663202,0,3,4.0,120.0,250.0,78.0,34.25,,10.875,4.61,,1.59,,7.05,4.18,35.5,118.0,,00-0031260,te,0,0,0,1,0,0,1,0,1,0,0,0,0,1
