defender_id,season,total_def_epa,plays,def_epa_per_play,def_epa_per_play_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0031550,2018,-5.342182857594649,49,-0.1090241399509112,-0.14544949428472181,0,4,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031550,2019,-7.152056303086625,76,-0.09410600398798191,-0.1090241399509112,0,5,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031550,2020,-0.16806993615545973,68,-0.0024716167081685254,-0.09410600398798191,0,6,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031550,2021,-1.4783013238338756,61,-0.024234447931702877,-0.0024716167081685254,0,7,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031550,2022,-7.399667083169334,70,-0.10570952975956191,-0.024234447931702877,0,8,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031550,2025,3.978468696179334,35,0.1136705341765524,0.2446484497623801,0,11,1.0,25.0,230.0,72.0,33.0,,9.5,4.64,11.78,1.72,,6.99,4.08,33.5,117.0,,00-0031550,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031552,2016,-7.087763956632076,37,-0.19156118801708313,-1.246147539226941,0,2,2.0,42.0,203.0,73.0,32.125,,9.375,4.48,11.32,1.5,,6.77,4.27,36.0,124.0,,00-0031552,db,0,0,0,1,0,0,0,0,1,0,0,0,0,1
00-0031555,2015,-14.497509001055732,27,-0.536944777816879,0.0,1,1,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2016,-1.0612258703198767,28,-0.0379009239399956,-0.536944777816879,0,2,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2019,-8.159082891317103,57,-0.1431418051108264,-1.0587815125214144,0,5,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2020,-21.643827162541022,71,-0.3048426360921271,-0.1431418051108264,0,6,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2021,-1.7005050275624938,42,-0.04048821494196414,-0.3048426360921271,0,7,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2022,-13.146616650091186,38,-0.3459635960550312,-0.04048821494196414,0,8,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031555,2023,-12.517418778617866,22,-0.5689735808462667,-0.3459635960550312,0,9,2.0,47.0,210.0,73.0,31.5,,9.5,4.45,11.48,1.56,,6.7,3.97,39.0,125.0,19.0,00-0031555,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031583,2016,6.6273032365956634,20,0.33136516182978315,0.42355130875842983,0,2,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2017,19.98898388745325,30,0.6662994629151083,0.33136516182978315,0,3,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2018,31.489529586768683,25,1.2595811834707473,0.6662994629151083,0,4,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2019,25.434325729898305,35,0.7266950208542373,1.2595811834707473,0,5,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2020,11.260138568286402,24,0.4691724403452668,0.7266950208542373,0,6,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2021,8.318904662912246,29,0.2868587814797326,0.4691724403452668,0,7,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2022,17.153881098327975,27,0.6353289295677028,0.2868587814797326,0,8,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031583,2024,15.080322631838499,25,0.60321290527354,0.22591999834651075,0,10,5.0,137.0,294.0,73.0,32.375,,10.0,5.06,,1.69,,7.37,4.56,31.0,112.0,30.0,00-0031583,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031587,2015,-14.187561413738877,26,-0.5456754389899567,0.0,1,1,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2016,4.66779713218928,35,0.13336563234826515,-0.5456754389899567,0,2,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2017,-14.122787497285968,38,-0.371652302560157,0.13336563234826515,0,3,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2018,-7.86121072718289,47,-0.16725980270601892,-0.371652302560157,0,4,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2020,-42.197901632636786,42,-1.0047119436342091,-0.757081524858813,0,6,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2021,-30.81323077389945,53,-0.581381712715084,-1.0047119436342091,0,7,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031587,2022,-35.75205650763435,53,-0.6745671039176292,-0.581381712715084,0,8,5.0,145.0,196.0,69.0,30.5,,9.0,4.51,11.22,1.6,,6.8,3.82,36.0,130.0,17.0,00-0031587,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031592,2016,7.082769591864744,31,0.2284764384472498,0.30313094383953804,0,2,5.0,151.0,317.0,74.0,31.0,,9.875,5.38,,1.76,,,,29.0,103.0,34.0,00-0031592,dl,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0031937,2015,12.674175959266769,33,0.38406593815959905,0.0,1,1,2.0,62.0,195.0,71.0,30.25,,9.0,4.57,11.53,1.61,,7.1,4.28,36.5,122.0,14.0,00-0031937,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031937,2016,-28.10203703941079,45,-0.6244897119869064,0.38406593815959905,0,2,2.0,62.0,195.0,71.0,30.25,,9.0,4.57,11.53,1.61,,7.1,4.28,36.5,122.0,14.0,00-0031937,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0031947,2017,15.427012331138439,21,0.7346196348161161,0.20908889137273137,0,3,5.0,154.0,310.0,74.0,34.0,,10.75,5.18,,1.82,,7.53,4.46,33.0,105.0,32.0,00-0031947,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031947,2019,3.2688694907701574,24,0.13620289544875655,1.0221394557738677,0,5,5.0,154.0,310.0,74.0,34.0,,10.75,5.18,,1.82,,7.53,4.46,33.0,105.0,32.0,00-0031947,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0031949,2015,-12.45106299326567,23,-0.5413505649245943,0.0,1,1,5.0,167.0,189.0,72.0,31.0,,8.875,4.5,,1.6,,,,33.0,118.0,,00-0031949,db,0,0,0,1,0,0,1,0,1,1,1,0,0,1
00-0032056,2015,16.533916149486288,35,0.4723976042710368,0.0,1,1,2.0,44.0,246.0,75.0,32.5,,9.625,,,,,,,,,,00-0032056,lb,0,0,0,1,0,1,1,1,1,1,1,1,1,1
00-0032110,2016,-1.915789129588969,30,-0.06385963765296564,0.5711373259379927,0,2,5.0,153.0,250.0,75.0,31.0,,9.375,4.77,11.78,1.69,,7.1,4.25,34.0,120.0,27.0,00-0032110,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032110,2018,5.408613919746131,21,0.2575530437974348,-0.152000517596025,0,4,5.0,153.0,250.0,75.0,31.0,,9.375,4.77,11.78,1.69,,7.1,4.25,34.0,120.0,27.0,00-0032110,lb,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032143,2016,8.926716254034545,30,0.2975572084678182,0.21901267099708907,0,2,1.0,12.0,345.0,74.0,32.0,,10.25,5.64,,1.88,,7.99,4.65,30.5,95.0,34.0,00-0032143,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032143,2019,11.043284698098432,24,0.460136862420768,0.4326328706875857,0,5,1.0,12.0,345.0,74.0,32.0,,10.25,5.64,,1.88,,7.99,4.65,30.5,95.0,34.0,00-0032143,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032150,2016,-24.027342822892127,74,-0.3246938219309747,-0.7317392168624792,0,2,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2017,-14.043206706660525,35,-0.40123447733315787,-0.3246938219309747,0,3,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2018,-33.25600787639269,70,-0.4750858268056098,-0.40123447733315787,0,4,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2019,-32.41427992271329,55,-0.5893505440493325,-0.4750858268056098,0,5,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2020,-17.980031732276995,45,-0.3995562607172666,-0.5893505440493325,0,6,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2021,-12.595703446917469,38,-0.33146588018203865,-0.3995562607172666,0,7,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2022,0.5099017204734191,39,0.013074403089062029,-0.33146588018203865,0,8,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032150,2023,-41.60044426927925,53,-0.7849140428165896,0.013074403089062029,0,9,3.0,98.0,194.0,71.0,30.625,,9.25,4.49,11.52,1.57,,6.88,4.07,34.5,115.0,19.0,00-0032150,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2015,2.8847551546641625,73,0.03951719389950908,0.0,1,1,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2016,2.3290946084661437,51,0.04566852173463027,0.03951719389950908,0,2,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2017,1.79836838418949,44,0.04087200873157932,0.04566852173463027,0,3,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2018,-14.711322808463592,38,-0.3871400739069366,0.04087200873157932,0,4,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2019,16.9336716162248,50,0.338673432324496,-0.3871400739069366,0,5,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2020,5.1415534359402955,51,0.10081477325373128,0.338673432324496,0,6,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2022,1.1731364441511685,38,0.030872011688188643,0.10081477325373128,0,7,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032165,2023,-10.1658765055181,29,-0.35054746570752066,0.030872011688188643,0,8,1.0,18.0,197.0,72.0,31.5,,8.375,4.53,11.26,1.61,,7.08,4.08,37.5,121.0,17.0,00-0032165,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032168,2016,-17.17081079248666,40,-0.4292702698121665,-0.14711133299763055,0,2,4.0,120.0,197.0,73.0,30.75,,9.0,4.44,11.65,1.54,,7.01,4.12,37.5,130.0,26.0,00-0032168,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032168,2017,-26.26917323388625,33,-0.7960355525420075,-0.4292702698121665,0,3,4.0,120.0,197.0,73.0,30.75,,9.0,4.44,11.65,1.54,,7.01,4.12,37.5,130.0,26.0,00-0032168,db,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00-0032195,2015,-17.308919325820185,75,-0.2307855910109358,0.0,1,1,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2016,-41.72370633092942,66,-0.6321773686504457,-0.2307855910109358,0,2,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2017,-14.128314691138309,35,-0.4036661340325231,-0.6321773686504457,0,3,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2018,-12.500905863291548,46,-0.27175882311503363,-0.4036661340325231,0,4,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2019,-26.241179038153014,41,-0.6400287570281223,-0.27175882311503363,0,5,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2020,-18.614780682284618,58,-0.32094449452214857,-0.6400287570281223,0,6,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2021,-26.996074987517204,46,-0.5868711953808088,-0.32094449452214857,0,7,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2023,-9.617290736951787,27,-0.35619595322043657,-0.8016428444131564,0,9,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032195,2024,-19.467665352276526,44,-0.44244693982446653,-0.35619595322043657,0,10,2.0,50.0,193.0,71.0,31.375,,8.625,4.38,,1.47,,6.94,4.14,41.5,129.0,12.0,00-0032195,db,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032239,2015,-19.55899040075019,49,-0.3991630694030651,0.0,1,1,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2016,-16.232415778709615,74,-0.21935696998256238,-0.3991630694030651,0,2,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2017,-19.87712876359356,55,-0.36140234115624653,-0.21935696998256238,0,3,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2018,-24.40780130316541,67,-0.3642955418382897,-0.36140234115624653,0,4,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2019,-21.67810971659059,38,-0.570476571489226,-0.3642955418382897,0,5,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2020,-7.89000013176701,31,-0.2545161332828068,-0.570476571489226,0,6,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032239,2021,-26.704926418227842,50,-0.5340985283645568,-0.2545161332828068,0,7,1.0,27.0,194.0,73.0,32.0,,10.0,,10.98,,,6.78,3.94,44.5,147.0,18.0,00-0032239,db,0,0,0,1,0,1,0,1,1,0,0,0,0,0
00-0032261,2015,10.128984410812402,25,0.40515937643249605,0.0,1,1,1.0,32.0,330.0,74.0,32.5,,10.0,5.05,,1.75,,7.84,4.59,29.5,98.0,26.0,00-0032261,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032261,2016,11.183494584140135,21,0.5325473611495303,0.40515937643249605,0,2,1.0,32.0,330.0,74.0,32.5,,10.0,5.05,,1.75,,7.84,4.59,29.5,98.0,26.0,00-0032261,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032261,2021,6.847703487146646,25,0.27390813948586584,0.8827985463358345,0,7,1.0,32.0,330.0,74.0,32.5,,10.0,5.05,,1.75,,7.84,4.59,29.5,98.0,26.0,00-0032261,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0032379,2016,-20.616371497015226,38,-0.5425360920267165,0.0,1,1,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2017,-13.74057928831179,42,-0.3271566497217093,-0.5425360920267165,0,2,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2018,-31.2041015165427,74,-0.4216770475208473,-0.3271566497217093,0,3,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2019,-40.747075941623336,55,-0.7408559262113333,-0.4216770475208473,0,4,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2021,-12.18052566004917,44,-0.27683012863748113,-1.0138670119146507,0,6,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2022,-25.61630942748161,40,-0.6404077356870402,-0.27683012863748113,0,7,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032379,2023,-13.85039774805773,41,-0.33781457922092023,-0.6404077356870402,0,8,1.0,10.0,203.0,73.0,31.375,,9.375,4.4,,1.53,,,,,,13.0,00-0032379,db,0,0,0,1,0,0,1,0,1,1,1,1,1,0
00-0032387,2017,8.155105016485322,21,0.38833833411834867,0.24724361121576902,0,2,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2018,23.80967628138606,32,0.7440523837933144,0.38833833411834867,0,3,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2020,15.318221981811803,20,0.7659110990905902,0.9696117803687228,0,5,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2021,10.225557317899074,21,0.4869313008523369,0.7659110990905902,0,6,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2022,6.20145311957458,21,0.29530729140831335,0.4869313008523369,0,7,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2023,20.70910295995418,26,0.7965039599982376,0.29530729140831335,0,8,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032387,2024,12.107742579531617,20,0.6053871289765809,0.7965039599982376,0,9,2.0,49.0,315.0,75.0,33.375,,10.5,5.21,,1.8,,7.77,4.75,31.0,104.0,,00-0032387,dl,0,0,0,1,0,0,1,0,1,0,0,0,0,1
00-0032389,2018,22.88530588522104,43,0.532216415935373,-0.03276427509947954,0,3,2.0,54.0,192.0,70.0,31.375,,9.125,,,,,,,,,11.0,00-0032389,db,0,0,0,1,0,1,1,1,1,1,1,1,1,0
00-0032389,2019,-8.254210729404901,32,-0.25794408529390317,0.532216415935373,0,4,2.0,54.0,192.0,70.0,31.375,,9.125,,,,,,,,,11.0,00-0032389,db,0,0,0,1,0,1,1,1,1,1,1,1,1,0
00-0032389,2020,-7.355490292380187,37,-0.19879703492919426,-0.25794408529390317,0,5,2.0,54.0,192.0,70.0,31.375,,9.125,,,,,,,,,11.0,00-0032389,db,0,0,0,1,0,1,1,1,1,1,1,1,1,0
00-0032389,2021,-10.705011774017468,33,-0.3243942961823475,-0.19879703492919426,0,6,2.0,54.0,192.0,70.0,31.375,,9.125,,,,,,,,,11.0,00-0032389,db,0,0,0,1,0,1,1,1,1,1,1,1,1,0
00-0032401,2016,1.5531575133164743,40,0.03882893783291186,0.0,1,1,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2017,-10.532805935049964,59,-0.17852213449237228,0.03882893783291186,0,2,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2018,-16.515116115511912,57,-0.28973887921950725,-0.17852213449237228,0,3,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2019,-17.642642144685173,69,-0.2556904658650025,-0.28973887921950725,0,4,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2020,-18.65835157345282,64,-0.2915367433352003,-0.2556904658650025,0,5,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2021,-2.7842536597928795,91,-0.030596194063658017,-0.2915367433352003,0,6,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2022,-9.226581952324146,49,-0.18829759086375808,-0.030596194063658017,0,7,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
00-0032401,2023,-15.274287542525803,36,-0.4242857650701612,-0.18829759086375808,0,8,4.0,115.0,232.0,75.0,33.625,,9.625,4.58,,1.64,,,,34.0,116.0,16.0,00-0032401,lb,0,0,0,1,0,0,1,0,1,1,1,0,0,0
