defender_id,season,total_def_epa,plays,def_epa_per_play,def_epa_per_play_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0026151,2014,-13.302994745317847,47,-0.28304244138974144,-0.4751266872886877,0,7,1.0,11.0,185.0,70.0,,,,4.38,,,,,4.1,33.5,121.0,17.0,00-0026151,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026151,2015,-3.1471883302922468,28,-0.1123995832247231,-0.28304244138974144,0,8,1.0,11.0,185.0,70.0,,,,4.38,,,,,4.1,33.5,121.0,17.0,00-0026151,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026151,2016,-10.528257388786477,47,-0.2240054763571591,-0.1123995832247231,0,9,1.0,11.0,185.0,70.0,,,,4.38,,,,,4.1,33.5,121.0,17.0,00-0026151,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2008,0.2752443779176461,49,0.005617232202400941,0.0,1,1,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2009,8.809187359460143,68,0.1295468729332374,0.005617232202400941,0,2,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2010,-10.05114718117538,57,-0.1763359154592172,0.1295468729332374,0,3,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2011,-18.393833037174772,30,-0.6131277679058258,-0.1763359154592172,0,4,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2012,-31.50491541002097,52,-0.6058637578850187,-0.6131277679058258,0,5,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2013,13.690495689777888,38,0.360276202362576,-0.6058637578850187,0,6,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2014,-13.344315916462577,43,-0.3103329282898274,0.360276202362576,0,7,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2015,-17.944416101119714,60,-0.29907360168532854,-0.3103329282898274,0,8,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2016,8.978789353452157,59,0.1521828703974942,-0.29907360168532854,0,9,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026156,2017,-7.999106491042768,25,-0.3199642596417107,0.1521828703974942,0,10,1.0,16.0,205.0,74.0,,,,4.29,,,,,4.17,38.5,131.0,17.0,00-0026156,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2009,-25.227713385327707,63,-0.4004398950052017,-0.36227369906717083,0,2,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2010,-5.897589352609169,41,-0.1438436427465651,-0.4004398950052017,0,3,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2011,16.629474362272482,40,0.41573685905681207,-0.1438436427465651,0,4,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2012,-15.157947909030659,41,-0.3697060465617234,0.41573685905681207,0,5,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2013,-11.017372154339682,46,-0.23950809031173223,-0.3697060465617234,0,6,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2014,-9.733656917203916,65,-0.14974856795698333,-0.23950809031173223,0,7,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2015,-3.2316123974742372,50,-0.06463224794948474,-0.14974856795698333,0,8,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2016,1.4992936789269118,41,0.03656813851041248,-0.06463224794948474,0,9,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2017,-3.00922127623926,28,-0.10747218843711644,0.03656813851041248,0,10,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026160,2018,-8.376497395685874,21,-0.398880828365994,-0.10747218843711644,0,11,1.0,20.0,209.0,73.0,,,,4.44,,,,,4.25,38.0,131.0,10.0,00-0026160,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2008,-3.1232120354449187,55,-0.05678567337172579,0.0,1,1,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2009,-14.797362463273368,34,-0.435216543037452,-0.05678567337172579,0,2,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2010,-6.963005890400381,65,-0.10712316754462124,-0.435216543037452,0,3,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2011,-35.10828935685028,54,-0.6501535066083385,-0.10712316754462124,0,4,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2012,-37.815000274277224,65,-0.5817692349888803,-0.6501535066083385,0,5,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026167,2014,-15.836150901624933,44,-0.35991252049147576,-0.03724265413044007,0,7,1.0,27.0,195.0,73.0,,,,4.45,,,,,4.08,35.5,128.0,20.0,00-0026167,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026175,2008,-5.544947279772246,60,-0.0924157879962041,0.0,1,1,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2009,3.500928185065277,73,0.04795792034335996,-0.0924157879962041,0,2,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2010,-20.297795087608634,64,-0.3171530482438849,0.04795792034335996,0,3,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2011,-10.373343289764325,62,-0.16731198854458587,-0.3171530482438849,0,4,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2012,-27.22627964509863,48,-0.5672141592728881,-0.16731198854458587,0,5,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2013,-43.08289086426497,68,-0.6335719244744848,-0.5672141592728881,0,6,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2014,-21.98875933619472,48,-0.45809915283738994,-0.6335719244744848,0,7,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2015,-24.18804711483664,31,-0.780259584349569,-0.45809915283738994,0,8,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026175,2016,5.326271845029239,29,0.18366454638031857,-0.780259584349569,0,9,2.0,35.0,187.0,69.0,,,,4.55,,,,,,30.0,117.0,14.0,00-0026175,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026180,2008,-5.5166013174576225,21,-0.26269530083131537,0.0,1,1,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2009,-18.853285089251585,50,-0.3770657017850317,-0.26269530083131537,0,2,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2010,-23.88772628371261,46,-0.5192983974720132,-0.3770657017850317,0,3,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2011,-18.419619504536968,49,-0.3759106021334075,-0.5192983974720132,0,4,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2012,-2.48374973650682,22,-0.11289771529576455,-0.3759106021334075,0,5,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2013,-6.942431778043289,60,-0.11570719630072149,-0.11289771529576455,0,6,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2015,-19.52951322976683,44,-0.44385257340379164,-1.1729907862997304,0,8,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026180,2016,-37.87632532406133,52,-0.728390871616564,-0.44385257340379164,0,9,2.0,40.0,200.0,71.0,,,,4.37,,,,,4.07,34.0,123.0,18.0,00-0026180,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026185,2009,-6.26776336482726,20,-0.313388168241363,0.2672880111827708,0,2,2.0,45.0,232.0,72.0,,,,4.71,,,,,4.35,30.5,118.0,,00-0026185,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,1
00-0026192,2009,12.892422135395464,20,0.6446211067697731,0.6732739061987614,0,2,2.0,52.0,265.0,75.0,,,,4.53,,,,,4.42,29.5,120.0,30.0,00-0026192,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026192,2010,8.06426852470031,25,0.3225707409880124,0.6446211067697731,0,3,2.0,52.0,265.0,75.0,,,,4.53,,,,,4.42,29.5,120.0,30.0,00-0026192,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026192,2011,9.128441814375268,20,0.4564220907187634,0.3225707409880124,0,4,2.0,52.0,265.0,75.0,,,,4.53,,,,,4.42,29.5,120.0,30.0,00-0026192,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026192,2012,13.212186843090166,35,0.377491052659719,0.4564220907187634,0,5,2.0,52.0,265.0,75.0,,,,4.53,,,,,4.42,29.5,120.0,30.0,00-0026192,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026203,2008,-13.794172667374369,34,-0.4057109608051285,0.0,1,1,2.0,63.0,191.0,72.0,,,,4.45,,,,,,30.5,123.0,14.0,00-0026203,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026203,2009,12.3941813471554,61,0.20318330077303934,-0.4057109608051285,0,2,2.0,63.0,191.0,72.0,,,,4.45,,,,,,30.5,123.0,14.0,00-0026203,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026203,2010,-3.3551487136530462,86,-0.03901335713550054,0.20318330077303934,0,3,2.0,63.0,191.0,72.0,,,,4.45,,,,,,30.5,123.0,14.0,00-0026203,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026203,2013,-13.672928209921043,52,-0.2629409271138662,-0.03901335713550054,0,4,2.0,63.0,191.0,72.0,,,,4.45,,,,,,30.5,123.0,14.0,00-0026203,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026217,2013,12.767776867491193,34,0.37552284904385863,0.8751604270785012,0,6,3.0,77.0,330.0,74.0,,,,5.06,,,,,,27.0,,20.0,00-0026217,dl,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0026294,2009,15.256757591268979,27,0.5650650959729252,-0.006711071325788421,0,2,5.0,154.0,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026294,2010,19.321941658540624,27,0.715627468834838,0.5650650959729252,0,3,5.0,154.0,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026294,2012,9.517449208397446,36,0.26437358912215125,0.9038814592912483,0,5,5.0,154.0,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026294,2014,27.08153757600499,40,0.6770384394001248,-0.11085944210644812,0,7,5.0,154.0,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026294,2015,9.530492725898512,29,0.32863768020339695,0.6770384394001248,0,8,5.0,154.0,255.0,75.0,,,,4.85,,,,,4.56,31.5,112.0,29.0,00-0026294,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026315,2009,8.010323624598056,67,0.11955706902385159,-0.4171085530413418,0,2,6.0,175.0,226.0,73.0,,,,4.64,,,,,4.48,26.5,116.0,22.0,00-0026315,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026315,2010,31.020908767756467,64,0.4847016994961948,0.11955706902385159,0,3,6.0,175.0,226.0,73.0,,,,4.64,,,,,4.48,26.5,116.0,22.0,00-0026315,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026315,2011,5.332436068541593,42,0.1269627635367046,0.4847016994961948,0,4,6.0,175.0,226.0,73.0,,,,4.64,,,,,4.48,26.5,116.0,22.0,00-0026315,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026315,2013,-7.4390786243804,60,-0.12398464373967334,-0.0662529718974838,0,6,6.0,175.0,226.0,73.0,,,,4.64,,,,,4.48,26.5,116.0,22.0,00-0026315,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026315,2014,18.160913621122976,31,0.5858359232620315,-0.12398464373967334,0,7,6.0,175.0,226.0,73.0,,,,4.64,,,,,4.48,26.5,116.0,22.0,00-0026315,lb,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026321,2013,9.389983991904625,21,0.4471420948526012,0.22255419380962851,0,5,6.0,181.0,303.0,76.0,,,,5.14,,,,,4.54,27.0,108.0,34.0,00-0026321,dl,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026321,2015,10.774283446808113,31,0.3475575305421972,-0.2721374343289692,0,7,6.0,181.0,303.0,76.0,,,,5.14,,,,,4.54,27.0,108.0,34.0,00-0026321,dl,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026502,2014,16.38895306554469,21,0.7804263364545091,0.6207214319908346,0,5,7.0,244.0,309.0,74.0,,,,5.18,,,,,,26.0,,25.0,00-0026502,dl,0,0,1,1,1,0,1,1,1,1,1,0,1,0
00-0026903,2011,-21.345853693201207,36,-0.5929403803667002,-0.6885248286250446,0,3,3.0,96.0,208.0,73.0,,,,4.47,,,,,,33.5,123.0,19.0,00-0026903,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026903,2012,-14.133327800538039,70,-0.20190468286482913,-0.5929403803667002,0,4,3.0,96.0,208.0,73.0,,,,4.47,,,,,,33.5,123.0,19.0,00-0026903,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026903,2013,-27.97423827770399,45,-0.6216497395045331,-0.20190468286482913,0,5,3.0,96.0,208.0,73.0,,,,4.47,,,,,,33.5,123.0,19.0,00-0026903,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026903,2014,-20.631217625141314,47,-0.43896207713066626,-0.6216497395045331,0,6,3.0,96.0,208.0,73.0,,,,4.47,,,,,,33.5,123.0,19.0,00-0026903,db,0,0,1,1,1,0,1,1,1,1,1,0,0,0
00-0026907,2010,20.69066446216964,36,0.5747406795047122,0.0,1,1,4.0,119.0,190.0,69.0,,,,4.56,,,,,4.28,39.5,118.0,17.0,00-0026907,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026907,2011,-3.6917731688371056,37,-0.09977765321181367,0.5747406795047122,0,2,4.0,119.0,190.0,69.0,,,,4.56,,,,,4.28,39.5,118.0,17.0,00-0026907,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026907,2012,-12.296071538468823,28,-0.43914541208817226,-0.09977765321181367,0,3,4.0,119.0,190.0,69.0,,,,4.56,,,,,4.28,39.5,118.0,17.0,00-0026907,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026928,2009,-9.818140202958602,23,-0.4268756609982001,0.0,1,1,6.0,179.0,193.0,73.0,,,,4.5,,,,,4.01,38.0,127.0,23.0,00-0026928,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0026928,2010,-9.645598807546776,22,-0.43843630943394435,-0.4268756609982001,0,2,6.0,179.0,193.0,73.0,,,,4.5,,,,,4.01,38.0,127.0,23.0,00-0026928,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2009,-7.151025154996775,52,-0.13751971451916875,0.0,1,1,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2010,-1.3800020330809004,51,-0.027058863393743145,-0.13751971451916875,0,2,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2011,-18.094233657679915,44,-0.411232583129089,-0.027058863393743145,0,3,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2012,-11.241242624829967,52,-0.21617774278519167,-0.411232583129089,0,4,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2013,-4.781215557640527,53,-0.09021161429510428,-0.21617774278519167,0,5,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2014,-5.452398289606208,46,-0.11853039760013495,-0.09021161429510428,0,6,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2015,-8.517887703870656,49,-0.17383444293613584,-0.11853039760013495,0,7,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027001,2016,-13.233470379560767,43,-0.30775512510606434,-0.17383444293613584,0,8,1.0,25.0,207.0,71.0,,,,4.4,,,,,4.07,36.0,125.0,25.0,00-0027001,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027002,2009,25.049676550726872,36,0.695824348631302,0.0,1,1,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2010,48.31892094016029,50,0.9663784188032057,0.695824348631302,0,2,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2011,25.295530761337098,43,0.5882681572403976,0.9663784188032057,0,3,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2012,21.93042878760025,35,0.6265836796457214,0.5882681572403976,0,4,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2013,33.678841954267746,25,1.3471536781707099,0.6265836796457214,0,5,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2014,25.362635471533316,46,0.5513616406855069,1.3471536781707099,0,6,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2015,14.910779903357572,48,0.3106412479866161,0.5513616406855069,0,7,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2016,17.073064381502384,22,0.776048380977381,0.3106412479866161,0,8,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2017,17.399870824588742,25,0.6959948329835497,0.776048380977381,0,9,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2018,20.193052594416486,28,0.7211804498005888,0.6959948329835497,0,10,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027002,2019,15.49508492124737,26,0.5959648046633604,0.7211804498005888,0,11,1.0,26.0,255.0,75.0,32.25,,9.5,4.62,,1.49,,6.9,4.18,35.5,121.0,23.0,00-0027002,lb,0,0,0,1,0,0,1,0,1,0,0,0,0,0
00-0027037,2009,-17.17362408171854,39,-0.4403493354286805,0.0,1,1,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2010,-20.53248199931464,47,-0.43686131913435405,-0.4403493354286805,0,2,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2011,-33.482943156096695,53,-0.6317536444546547,-0.43686131913435405,0,3,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2012,-27.022204489505384,62,-0.43584200789524813,-0.6317536444546547,0,4,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2013,-29.160892536849943,55,-0.5301980461245445,-0.43584200789524813,0,5,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2014,-21.19460053321196,58,-0.3654241471243442,-0.5301980461245445,0,6,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2015,-23.236511945144937,49,-0.47421452949275383,-0.3654241471243442,0,7,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2016,-12.849966514941524,41,-0.31341381743759816,-0.47421452949275383,0,8,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027037,2017,-24.36306570887345,32,-0.7613458034022953,-0.31341381743759816,0,9,2.0,61.0,220.0,75.0,,,,4.5,,,,,4.15,34.0,119.0,10.0,00-0027037,db,0,0,1,1,1,0,1,1,1,1,0,0,0,0
00-0027038,2012,11.8501724106148,30,0.39500574702049335,0.9228841854760853,0,4,2.0,62.0,309.0,74.0,,,,5.0,,,,,,33.0,,,00-0027038,dl,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0027038,2013,24.143426865948104,33,0.7316189959378213,0.39500574702049335,0,5,2.0,62.0,309.0,74.0,,,,5.0,,,,,,33.0,,,00-0027038,dl,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0027038,2014,19.392422256046093,33,0.587649159274124,0.7316189959378213,0,6,2.0,62.0,309.0,74.0,,,,5.0,,,,,,33.0,,,00-0027038,dl,0,0,1,1,1,0,1,1,1,1,1,0,1,1
00-0027050,2009,-4.280942713987315,59,-0.07255835108453076,0.0,1,1,3.0,76.0,234.0,74.0,,,,4.56,,,,,,,,19.0,00-0027050,lb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0027050,2010,-7.045414684895274,40,-0.17613536712238184,-0.07255835108453076,0,2,3.0,76.0,234.0,74.0,,,,4.56,,,,,,,,19.0,00-0027050,lb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
00-0027050,2011,3.1427933965887203,66,0.04761808176649576,-0.17613536712238184,0,3,3.0,76.0,234.0,74.0,,,,4.56,,,,,,,,19.0,00-0027050,lb,0,0,1,1,1,0,1,1,1,1,1,1,1,0
